transaction_id,customer_id,bank_id,transaction_datetime,transaction_type,channel,amount,currency,location_id,counterparty_country,beneficiary_type,description,country_risk_score,home_country_code,pep_flag,kyc_status
T0004120,C00273,B010,2025-03-11 05:52:00,Transfer,ATM,368.98,GBP,L005,IT,Individual,Transfer,1,ES,0,Verified
T0003563,C00224,B003,2025-03-11 06:09:00,Transfer,Branch,1123.09,GBP,L004,ES,Own Account,Payment,1,HK,0,Verified
T0003454,C00189,B009,2025-03-11 07:33:00,Cash Withdrawal,ATM,2014.79,GBP,L019,IN,Business,Salary,3,IN,0,Verified
T0005707,C00215,B006,2025-03-11 08:10:00,Cash Deposit,Mobile,439.68,GBP,L017,CH,Own Account,Cash,2,DE,0,Review Required
T0005516,C00034,B007,2025-03-11 08:23:00,Card,ATM,592.52,GBP,L012,TR,Own Account,Invoice,4,US,0,Verified
T0000433,C00222,B005,2025-03-11 08:47:00,Card,Mobile,1208.37,GBP,L007,IE,Business,Payment,1,US,0,Verified
T0001324,C00083,B007,2025-03-11 08:51:00,Cash Deposit,ATM,2363.58,GBP,L018,PL,Individual,Purchase,2,BR,0,Verified
T0000503,C00176,B006,2025-03-11 12:43:00,Card,ATM,1743.2,GBP,L007,IE,Individual,Transfer,1,ZA,0,Verified
T0003277,C00229,B006,2025-03-11 17:07:00,Card,Online,1564.29,GBP,L001,GB,Business,Transfer,1,IT,0,Verified
T0005898,C00285,B011,2025-03-11 18:25:00,Transfer,Online,432.88,GBP,L009,CA,Own Account,Cash,2,IN,0,Verified
T0003900,C00047,B012,2025-03-11 23:05:00,International Transfer,Branch,816.23,GBP,L007,IE,Individual,Purchase,1,NG,0,Verified
T0004401,C00005,B009,2025-03-12 01:29:00,Card,Online,1233.08,GBP,L007,IE,Business,Payment,1,ES,0,Verified
T0002006,C00230,B012,2025-03-12 02:03:00,Card,Online,895.79,GBP,L007,IE,Business,Invoice,1,PL,0,Verified
T0005597,C00138,B006,2025-03-12 03:00:00,Cash Withdrawal,Online,6435.85,GBP,L010,AU,Business,Payment,2,DE,0,Verified
T0005500,C00092,B008,2025-03-12 04:07:00,Cash Deposit,Online,405.69,GBP,L007,IE,Own Account,Cash,1,ZA,0,Verified
T0000063,C00136,B012,2025-03-12 07:05:00,Transfer,ATM,1078.54,GBP,L006,NL,Individual,Invoice,1,IE,0,Verified
T0002722,C00104,B005,2025-03-12 08:09:00,Transfer,Online,787.93,GBP,L008,US,Business,Transfer,2,AE,0,Verified
T0002986,C00146,B004,2025-03-12 08:20:00,Card,ATM,483.62,GBP,L014,BR,Own Account,Invoice,3,FR,0,Verified
T0003540,C00149,B012,2025-03-12 09:17:00,International Transfer,ATM,1787.9,GBP,L014,BR,Own Account,Cash,3,DE,0,Verified
T0003546,C00219,B007,2025-03-12 10:56:00,Card,Branch,582.34,GBP,L002,FR,Business,Payment,1,PL,0,Verified
T0004096,C00269,B011,2025-03-12 12:14:00,Transfer,Branch,989.75,GBP,L020,ZA,Business,Cash,3,FR,1,Verified
T0005627,C00276,B001,2025-03-12 12:28:00,Transfer,Online,993.27,GBP,L013,NG,Individual,Invoice,5,TR,0,Verified
T0000118,C00197,B004,2025-03-12 12:30:00,Transfer,Mobile,4336.01,GBP,L005,IT,Business,Invoice,1,AU,0,Verified
T0003265,C00044,B005,2025-03-12 14:12:00,International Transfer,Mobile,2507.22,GBP,L012,TR,Individual,Cash,4,PL,0,Review Required
T0003578,C00247,B002,2025-03-12 16:05:00,Card,ATM,99.17,GBP,L017,CH,Individual,Cash,2,IT,0,Verified
T0000653,C00283,B005,2025-03-12 16:17:00,Card,ATM,858.23,GBP,L003,DE,Business,Purchase,1,AU,0,Verified
T0004934,C00182,B001,2025-03-12 18:03:00,Card,Branch,4996.03,GBP,L001,GB,Own Account,Salary,1,BR,0,Verified
T0003392,C00211,B003,2025-03-12 20:22:00,Transfer,Branch,1835.77,GBP,L019,IN,Individual,Payment,3,AE,1,Verified
T0000681,C00280,B012,2025-03-12 21:45:00,International Transfer,Branch,241.33,GBP,L011,AE,Own Account,Cash,4,AE,0,Verified
T0001267,C00060,B003,2025-03-13 00:38:00,Card,Online,241.26,GBP,L011,AE,Business,Cash,4,SG,0,Review Required
T0000650,C00159,B007,2025-03-13 01:47:00,Card,Mobile,484.55,GBP,L001,GB,Individual,Cash,1,IN,0,Verified
T0000774,C00031,B010,2025-03-13 03:30:00,Transfer,Branch,1538.25,GBP,L007,IE,Business,Payment,1,NL,0,Review Required
T0002258,C00244,B006,2025-03-13 03:48:00,Card,ATM,586.22,GBP,L018,PL,Individual,Invoice,2,PL,0,Verified
T0004595,C00081,B008,2025-03-13 05:11:00,International Transfer,Online,768.81,GBP,L018,PL,Own Account,Cash,2,BR,0,Verified
T0000174,C00280,B001,2025-03-13 05:17:00,Cash Withdrawal,Online,1762.77,GBP,L003,DE,Own Account,Transfer,1,AE,0,Verified
T0003236,C00166,B008,2025-03-13 08:05:00,International Transfer,Online,499.41,GBP,L013,NG,Own Account,Purchase,5,CA,0,Verified
T0000104,C00143,B008,2025-03-13 08:27:00,Transfer,ATM,321.3,GBP,L010,AU,Business,Cash,2,HK,0,Verified
T0004393,C00162,B008,2025-03-13 08:39:00,Card,Online,757.35,GBP,L019,IN,Own Account,Transfer,3,SG,0,Verified
T0003650,C00199,B007,2025-03-13 10:24:00,Card,Online,892.74,GBP,L016,HK,Business,Invoice,3,ZA,0,Verified
T0005580,C00118,B009,2025-03-13 15:50:00,Card,ATM,419.9,GBP,L004,ES,Business,Payment,1,PL,0,Verified
T0004741,C00227,B010,2025-03-13 16:36:00,International Transfer,Branch,2010.47,GBP,L004,ES,Business,Invoice,1,IE,0,Verified
T0004091,C00292,B008,2025-03-13 19:12:00,Card,ATM,586.24,GBP,L014,BR,Own Account,Invoice,3,ZA,0,Verified
T0003183,C00167,B007,2025-03-13 19:23:00,Card,Mobile,488.2,GBP,L011,AE,Individual,Invoice,4,SG,0,Verified
T0004143,C00089,B001,2025-03-14 00:10:00,Card,Branch,834.91,GBP,L019,IN,Own Account,Purchase,3,BR,0,Verified
T0005096,C00197,B003,2025-03-14 02:07:00,Card,Online,12298.61,GBP,L005,IT,Own Account,Purchase,1,AU,0,Verified
T0000199,C00241,B002,2025-03-14 03:33:00,Card,ATM,1363.37,GBP,L006,NL,Individual,Cash,1,DE,0,Verified
T0000707,C00235,B008,2025-03-14 04:34:00,Transfer,Online,531.56,GBP,L013,NG,Own Account,Purchase,5,IT,0,Verified
T0000042,C00267,B004,2025-03-14 04:48:00,Card,Mobile,502.43,GBP,L017,CH,Business,Transfer,2,HK,0,Verified
T0001810,C00041,B007,2025-03-14 04:50:00,Card,Online,2107.06,GBP,L013,NG,Business,Cash,5,AE,0,Verified
T0000524,C00064,B009,2025-03-14 05:19:00,Card,Mobile,13082.67,GBP,L017,CH,Own Account,Invoice,2,IE,0,Verified
T0001943,C00215,B008,2025-03-14 10:03:00,Transfer,ATM,753.75,GBP,L012,TR,Own Account,Payment,4,DE,0,Review Required
T0004972,C00085,B006,2025-03-14 10:24:00,Card,Mobile,917.32,GBP,L005,IT,Individual,Purchase,1,ES,0,Verified
T0003961,C00249,B003,2025-03-14 13:19:00,Cash Deposit,Branch,89.74,GBP,L006,NL,Individual,Transfer,1,PL,1,Verified
T0003292,C00169,B001,2025-03-14 17:13:00,Transfer,ATM,4727.89,GBP,L005,IT,Business,Invoice,1,AE,0,Verified
T0002340,C00102,B005,2025-03-14 17:56:00,Card,ATM,200.25,GBP,L003,DE,Individual,Purchase,1,US,0,Verified
T0002866,C00243,B005,2025-03-14 18:53:00,International Transfer,Branch,1851.79,GBP,L018,PL,Own Account,Payment,2,CH,0,Verified
T0001731,C00220,B010,2025-03-14 18:57:00,Card,Branch,296.36,GBP,L017,CH,Individual,Purchase,2,SG,0,Verified
T0003635,C00269,B003,2025-03-14 20:24:00,Cash Deposit,Online,2057.93,GBP,L018,PL,Own Account,Payment,2,FR,1,Verified
T0002941,C00017,B005,2025-03-14 20:36:00,Card,Online,404.93,GBP,L020,ZA,Individual,Cash,3,US,0,Verified
T0001344,C00094,B010,2025-03-14 21:11:00,Card,Branch,1449.58,GBP,L004,ES,Business,Salary,1,ZA,0,Verified
T0003701,C00092,B001,2025-03-14 22:24:00,Transfer,ATM,2056.42,GBP,L001,GB,Individual,Transfer,1,ZA,0,Verified
T0003580,C00298,B005,2025-03-14 22:40:00,Card,Branch,712.86,GBP,L006,NL,Own Account,Salary,1,ES,0,Verified
T0003522,C00133,B009,2025-03-14 23:04:00,Transfer,Online,1289.35,GBP,L012,TR,Business,Payment,4,NG,0,Verified
T0000805,C00035,B011,2025-03-15 01:27:00,Card,Branch,2331.77,GBP,L001,GB,Individual,Purchase,1,IN,0,Verified
T0002140,C00011,B006,2025-03-15 01:28:00,Card,Online,1024.31,GBP,L005,IT,Business,Payment,1,IE,0,Verified
T0004502,C00064,B004,2025-03-15 02:54:00,Card,ATM,1129.52,GBP,L002,FR,Business,Cash,1,IE,0,Verified
T0001075,C00161,B008,2025-03-15 03:04:00,Cash Withdrawal,Branch,237.14,GBP,L010,AU,Individual,Salary,2,NL,0,Verified
T0004015,C00085,B006,2025-03-15 06:03:00,Card,Branch,461.88,GBP,L005,IT,Business,Purchase,1,ES,0,Verified
T0002873,C00153,B002,2025-03-15 08:24:00,Transfer,Branch,14156.81,GBP,L011,AE,Individual,Cash,4,SG,0,Verified
T0005800,C00021,B006,2025-03-15 08:38:00,Cash Deposit,ATM,246.31,GBP,L009,CA,Individual,Purchase,2,NG,0,Verified
T0000627,C00056,B011,2025-03-15 09:06:00,Card,Mobile,713.46,GBP,L004,ES,Business,Transfer,1,IT,0,Verified
T0004190,C00142,B003,2025-03-15 09:21:00,Transfer,ATM,1148.01,GBP,L016,HK,Business,Salary,3,PL,0,Verified
T0002188,C00153,B005,2025-03-15 10:21:00,Transfer,Mobile,902.55,GBP,L017,CH,Individual,Payment,2,SG,0,Verified
T0000341,C00171,B012,2025-03-15 11:48:00,International Transfer,Online,1600.9,GBP,L009,CA,Own Account,Payment,2,DE,0,Review Required
T0000276,C00019,B008,2025-03-15 13:26:00,Card,ATM,715.57,GBP,L007,IE,Individual,Salary,1,IT,1,Verified
T0003880,C00098,B001,2025-03-15 15:04:00,Transfer,ATM,592.38,GBP,L004,ES,Business,Invoice,1,US,0,Verified
T0001475,C00217,B002,2025-03-15 15:44:00,Card,Mobile,4013.75,GBP,L005,IT,Own Account,Invoice,1,ES,0,Verified
T0005833,C00038,B010,2025-03-15 17:06:00,Transfer,Mobile,1653.2,GBP,L017,CH,Own Account,Payment,2,US,0,Verified
T0000402,C00182,B001,2025-03-15 18:31:00,Transfer,Online,1003.86,GBP,L005,IT,Business,Payment,1,BR,0,Verified
T0004142,C00032,B004,2025-03-15 18:37:00,Card,ATM,991.1,GBP,L008,US,Own Account,Salary,2,PL,0,Verified
T0003550,C00169,B003,2025-03-15 19:14:00,Card,Online,2903.9,GBP,L012,TR,Business,Salary,4,AE,0,Verified
T0004283,C00249,B009,2025-03-15 20:01:00,International Transfer,Branch,1212.22,GBP,L003,DE,Business,Transfer,1,PL,1,Verified
T0001345,C00100,B008,2025-03-15 21:24:00,Cash Withdrawal,Online,330.57,GBP,L013,NG,Business,Transfer,5,SG,0,Verified
T0005384,C00033,B004,2025-03-15 23:11:00,Card,Online,983.38,GBP,L003,DE,Individual,Payment,1,TR,0,Verified
T0006117,C00134,B009,2025-03-15 23:25:00,Transfer,Online,2026.77,GBP,L012,TR,Individual,Transfer,4,IE,0,Verified
T0006118,C00134,B009,2025-03-15 23:32:00,Transfer,Online,3884.02,GBP,L012,TR,Individual,Transfer,4,IE,0,Verified
T0006119,C00134,B009,2025-03-15 23:39:00,Transfer,Online,4719.93,GBP,L001,GB,Individual,Transfer,1,IE,0,Verified
T0002802,C00166,B002,2025-03-15 23:42:00,Card,Mobile,147.54,GBP,L005,IT,Own Account,Cash,1,CA,0,Verified
T0005529,C00248,B007,2025-03-15 23:43:00,International Transfer,Online,1295.81,GBP,L004,ES,Business,Invoice,1,DE,0,Verified
T0004743,C00060,B010,2025-03-15 23:44:00,Card,Branch,317.15,GBP,L004,ES,Own Account,Cash,1,SG,0,Review Required
T0006120,C00134,B009,2025-03-15 23:46:00,Transfer,Online,3431.83,GBP,L001,GB,Individual,Transfer,1,IE,0,Verified
T0006121,C00134,B009,2025-03-15 23:53:00,Transfer,Online,2652.8,GBP,L003,DE,Individual,Transfer,1,IE,0,Verified
T0006122,C00134,B009,2025-03-16 00:00:00,Transfer,Online,3257.26,GBP,L003,DE,Individual,Transfer,1,IE,0,Verified
T0006123,C00134,B009,2025-03-16 00:07:00,Transfer,Online,2406.6,GBP,L012,TR,Individual,Transfer,4,IE,0,Verified
T0006124,C00134,B009,2025-03-16 00:14:00,Transfer,Online,2946.86,GBP,L018,PL,Individual,Transfer,2,IE,0,Verified
T0006125,C00134,B009,2025-03-16 00:21:00,Transfer,Online,3822.73,GBP,L001,GB,Individual,Transfer,1,IE,0,Verified
T0006126,C00134,B009,2025-03-16 00:28:00,Transfer,Online,2523.64,GBP,L013,NG,Individual,Transfer,5,IE,0,Verified
T0006127,C00134,B009,2025-03-16 00:35:00,Transfer,Online,3805.15,GBP,L019,IN,Individual,Transfer,3,IE,0,Verified
T0006128,C00134,B009,2025-03-16 00:42:00,Transfer,Online,4421.52,GBP,L018,PL,Individual,Transfer,2,IE,0,Verified
T0006129,C00134,B009,2025-03-16 00:49:00,Transfer,Online,2978.55,GBP,L012,TR,Individual,Transfer,4,IE,0,Verified
T0006130,C00134,B009,2025-03-16 00:56:00,Transfer,Online,5646.1,GBP,L006,NL,Individual,Transfer,1,IE,0,Verified
T0006131,C00134,B009,2025-03-16 01:03:00,Transfer,Online,5787.4,GBP,L002,FR,Individual,Transfer,1,IE,0,Verified
T0005504,C00265,B005,2025-03-16 01:22:00,Card,Branch,868.68,GBP,L018,PL,Business,Purchase,2,ZA,0,Verified
T0002590,C00249,B004,2025-03-16 02:00:00,Transfer,ATM,5766.19,GBP,L003,DE,Individual,Salary,1,PL,1,Verified
T0003886,C00134,B003,2025-03-16 02:45:00,Card,Online,1814.22,GBP,L002,FR,Business,Purchase,1,IE,0,Verified
T0004690,C00183,B008,2025-03-16 05:49:00,Transfer,Mobile,8493.26,GBP,L017,CH,Business,Invoice,2,AU,0,Review Required
T0003081,C00002,B003,2025-03-16 06:21:00,Card,Online,162.47,GBP,L005,IT,Business,Payment,1,PL,0,Verified
T0000935,C00154,B001,2025-03-16 06:35:00,Cash Withdrawal,Branch,327.98,GBP,L002,FR,Individual,Salary,1,ZA,0,Verified
T0000493,C00226,B006,2025-03-16 06:54:00,Transfer,ATM,244.89,GBP,L018,PL,Own Account,Invoice,2,TR,0,Verified
T0004647,C00106,B009,2025-03-16 07:02:00,Card,Online,2469.26,GBP,L016,HK,Business,Transfer,3,BR,0,Verified
T0004405,C00191,B012,2025-03-16 08:35:00,Transfer,Online,357.28,GBP,L001,GB,Individual,Cash,1,IT,1,Verified
T0002690,C00251,B005,2025-03-16 09:14:00,Card,Online,723.64,GBP,L019,IN,Business,Transfer,3,ZA,0,Verified
T0004421,C00168,B005,2025-03-16 09:23:00,Transfer,Online,260.32,GBP,L003,DE,Own Account,Cash,1,HK,0,Verified
T0004416,C00241,B007,2025-03-16 10:03:00,Card,Mobile,245.11,GBP,L018,PL,Business,Payment,2,DE,0,Verified
T0002938,C00068,B003,2025-03-16 10:39:00,Card,ATM,1873.61,GBP,L018,PL,Business,Purchase,2,PL,0,Verified
T0001520,C00141,B009,2025-03-16 14:00:00,Card,Online,2831.4,GBP,L007,IE,Business,Cash,1,US,0,Verified
T0003228,C00255,B012,2025-03-16 15:25:00,Cash Deposit,Branch,523.78,GBP,L014,BR,Business,Payment,3,PL,0,Verified
T0004812,C00265,B003,2025-03-16 15:38:00,Transfer,ATM,806.2,GBP,L001,GB,Business,Transfer,1,ZA,0,Verified
T0004370,C00288,B003,2025-03-16 16:08:00,Card,Mobile,2421.54,GBP,L017,CH,Own Account,Purchase,2,FR,0,Verified
T0000553,C00002,B008,2025-03-16 16:20:00,Transfer,Branch,2648.39,GBP,L009,CA,Own Account,Cash,2,PL,0,Verified
T0005257,C00188,B008,2025-03-16 20:28:00,Card,Mobile,660.61,GBP,L001,GB,Business,Purchase,1,IT,0,Verified
T0000109,C00279,B008,2025-03-16 23:13:00,Transfer,Mobile,699.23,GBP,L009,CA,Own Account,Payment,2,IN,0,Verified
T0005475,C00164,B007,2025-03-16 23:52:00,International Transfer,Branch,6637.81,GBP,L003,DE,Individual,Purchase,1,BR,0,Verified
T0003259,C00266,B002,2025-03-17 00:12:00,Card,Mobile,2757.74,GBP,L010,AU,Own Account,Invoice,2,IT,0,Verified
T0004429,C00011,B009,2025-03-17 00:29:00,Transfer,Mobile,616.28,GBP,L004,ES,Individual,Transfer,1,IE,0,Verified
T0003968,C00087,B011,2025-03-17 01:48:00,International Transfer,Online,588.83,GBP,L019,IN,Own Account,Purchase,3,BR,0,Verified
T0001648,C00253,B006,2025-03-17 04:01:00,Transfer,Branch,454.75,GBP,L011,AE,Business,Payment,4,PL,0,Verified
T0004419,C00136,B003,2025-03-17 04:24:00,Card,Mobile,3901.39,GBP,L004,ES,Individual,Invoice,1,IE,0,Verified
T0004958,C00001,B011,2025-03-17 04:54:00,Transfer,ATM,482.58,GBP,L012,TR,Individual,Invoice,4,IE,0,Verified
T0001850,C00236,B001,2025-03-17 05:42:00,Card,ATM,1666.93,GBP,L003,DE,Individual,Purchase,1,HK,0,Verified
T0005480,C00121,B012,2025-03-17 08:38:00,Card,Online,590.0,GBP,L002,FR,Own Account,Transfer,1,IN,0,Verified
T0005418,C00299,B002,2025-03-17 09:45:00,Transfer,Online,781.87,GBP,L005,IT,Individual,Purchase,1,AE,0,Verified
T0005364,C00115,B007,2025-03-17 10:10:00,Transfer,Mobile,392.86,GBP,L002,FR,Individual,Invoice,1,NL,0,Verified
T0000705,C00193,B009,2025-03-17 10:19:00,International Transfer,Online,9507.95,GBP,L019,IN,Own Account,Cash,3,AE,0,Verified
T0005772,C00014,B006,2025-03-17 10:21:00,Cash Deposit,ATM,660.64,GBP,L012,TR,Own Account,Invoice,4,FR,0,Verified
T0002226,C00159,B012,2025-03-17 11:37:00,International Transfer,Online,2052.74,GBP,L001,GB,Business,Salary,1,IN,0,Verified
T0000006,C00010,B010,2025-03-17 11:41:00,Cash Deposit,ATM,442.27,GBP,L001,GB,Individual,Salary,1,SG,0,Verified
T0000978,C00036,B007,2025-03-17 11:48:00,International Transfer,Mobile,601.47,GBP,L020,ZA,Business,Transfer,3,FR,0,Verified
T0002589,C00217,B006,2025-03-17 12:47:00,Cash Withdrawal,Mobile,511.56,GBP,L009,CA,Individual,Payment,2,ES,0,Verified
T0003048,C00097,B011,2025-03-17 14:42:00,Transfer,ATM,565.88,GBP,L003,DE,Individual,Purchase,1,US,0,Verified
T0004141,C00098,B009,2025-03-17 16:04:00,International Transfer,ATM,619.78,GBP,L003,DE,Individual,Invoice,1,US,0,Verified
T0006009,C00012,B004,2025-03-17 17:56:00,International Transfer,Online,39742.18,GBP,L011,AE,Business,International Transfer,4,PL,0,Verified
T0005547,C00074,B006,2025-03-17 17:58:00,Cash Withdrawal,Mobile,1342.33,GBP,L017,CH,Own Account,Payment,2,AE,0,Verified
T0000017,C00112,B007,2025-03-17 19:36:00,Card,ATM,775.08,GBP,L020,ZA,Own Account,Salary,3,NG,0,Review Required
T0006010,C00012,B004,2025-03-17 19:56:00,International Transfer,Online,23493.02,GBP,L012,TR,Business,International Transfer,4,PL,0,Verified
T0001412,C00269,B004,2025-03-17 21:50:00,International Transfer,Online,2166.12,GBP,L012,TR,Individual,Invoice,4,FR,1,Verified
T0006011,C00012,B004,2025-03-17 21:56:00,International Transfer,Online,31755.4,GBP,L013,NG,Business,International Transfer,5,PL,0,Verified
T0005974,C00044,B006,2025-03-17 23:07:00,Transfer,ATM,111.9,GBP,L002,FR,Business,Transfer,1,PL,0,Review Required
T0006012,C00012,B004,2025-03-17 23:56:00,International Transfer,Online,29957.08,GBP,L011,AE,Business,International Transfer,4,PL,0,Verified
T0002331,C00027,B005,2025-03-18 01:36:00,Card,Mobile,794.17,GBP,L001,GB,Individual,Purchase,1,CH,0,Verified
T0006013,C00012,B004,2025-03-18 01:56:00,International Transfer,Online,21782.74,GBP,L011,AE,Business,International Transfer,4,PL,0,Verified
T0001040,C00212,B010,2025-03-18 02:14:00,Transfer,Branch,286.8,GBP,L004,ES,Business,Salary,1,PL,0,Verified
T0005003,C00148,B010,2025-03-18 02:25:00,Card,Mobile,567.41,GBP,L004,ES,Individual,Purchase,1,NL,0,Verified
T0005576,C00241,B002,2025-03-18 03:37:00,Cash Deposit,Mobile,1601.59,GBP,L006,NL,Business,Transfer,1,DE,0,Verified
T0000576,C00224,B001,2025-03-18 04:09:00,Transfer,Branch,3118.21,GBP,L010,AU,Individual,Cash,2,HK,0,Verified
T0004107,C00146,B006,2025-03-18 08:32:00,Transfer,Online,248.48,GBP,L008,US,Business,Purchase,2,FR,0,Verified
T0002724,C00139,B002,2025-03-18 09:36:00,Cash Deposit,Online,577.54,GBP,L003,DE,Business,Invoice,1,IN,0,Verified
T0003509,C00181,B007,2025-03-18 11:16:00,International Transfer,Branch,1355.58,GBP,L012,TR,Individual,Purchase,4,ZA,0,Verified
T0002060,C00230,B005,2025-03-18 13:54:00,Transfer,Mobile,249.18,GBP,L015,SG,Business,Transfer,2,PL,0,Verified
T0005209,C00074,B009,2025-03-18 13:54:00,Cash Withdrawal,Online,1118.05,GBP,L011,AE,Individual,Payment,4,AE,0,Verified
T0002714,C00078,B005,2025-03-18 14:06:00,Transfer,Branch,1495.05,GBP,L013,NG,Individual,Purchase,5,CA,0,Verified
T0001732,C00108,B012,2025-03-18 14:24:00,Cash Deposit,Branch,1308.66,GBP,L006,NL,Own Account,Cash,1,IN,0,Verified
T0001013,C00027,B008,2025-03-18 15:33:00,Card,Online,237.21,GBP,L009,CA,Individual,Payment,2,CH,0,Verified
T0006102,C00001,B009,2025-03-18 16:06:00,Transfer,Online,3058.55,GBP,L017,CH,Individual,Transfer,2,IE,0,Verified
T0006103,C00001,B009,2025-03-18 16:13:00,Transfer,Online,4211.85,GBP,L001,GB,Individual,Transfer,1,IE,0,Verified
T0006104,C00001,B009,2025-03-18 16:20:00,Transfer,Online,4108.29,GBP,L006,NL,Individual,Transfer,1,IE,0,Verified
T0006105,C00001,B009,2025-03-18 16:27:00,Transfer,Online,1717.74,GBP,L007,IE,Individual,Transfer,1,IE,0,Verified
T0006106,C00001,B009,2025-03-18 16:34:00,Transfer,Online,4866.02,GBP,L010,AU,Individual,Transfer,2,IE,0,Verified
T0006107,C00001,B009,2025-03-18 16:41:00,Transfer,Online,1969.47,GBP,L008,US,Individual,Transfer,2,IE,0,Verified
T0006108,C00001,B009,2025-03-18 16:48:00,Transfer,Online,4934.9,GBP,L020,ZA,Individual,Transfer,3,IE,0,Verified
T0006109,C00001,B009,2025-03-18 16:55:00,Transfer,Online,4059.43,GBP,L015,SG,Individual,Transfer,2,IE,0,Verified
T0006110,C00001,B009,2025-03-18 17:02:00,Transfer,Online,5795.54,GBP,L017,CH,Individual,Transfer,2,IE,0,Verified
T0006111,C00001,B009,2025-03-18 17:09:00,Transfer,Online,1656.05,GBP,L018,PL,Individual,Transfer,2,IE,0,Verified
T0006112,C00001,B009,2025-03-18 17:16:00,Transfer,Online,2567.29,GBP,L014,BR,Individual,Transfer,3,IE,0,Verified
T0006113,C00001,B009,2025-03-18 17:23:00,Transfer,Online,3336.82,GBP,L014,BR,Individual,Transfer,3,IE,0,Verified
T0006114,C00001,B009,2025-03-18 17:30:00,Transfer,Online,4705.23,GBP,L015,SG,Individual,Transfer,2,IE,0,Verified
T0006115,C00001,B009,2025-03-18 17:37:00,Transfer,Online,5280.86,GBP,L013,NG,Individual,Transfer,5,IE,0,Verified
T0006116,C00001,B009,2025-03-18 17:44:00,Transfer,Online,4998.3,GBP,L002,FR,Individual,Transfer,1,IE,0,Verified
T0001142,C00154,B002,2025-03-18 18:34:00,Transfer,Online,272.71,GBP,L004,ES,Individual,Transfer,1,ZA,0,Verified
T0004661,C00046,B003,2025-03-18 22:13:00,Card,Mobile,360.96,GBP,L007,IE,Own Account,Payment,1,NG,1,Verified
T0000247,C00131,B010,2025-03-18 23:47:00,Cash Deposit,Online,1040.31,GBP,L004,ES,Business,Transfer,1,IN,0,Verified
T0002850,C00258,B004,2025-03-19 00:56:00,Transfer,Online,192.3,GBP,L005,IT,Business,Payment,1,GB,0,Verified
T0001337,C00048,B001,2025-03-19 02:17:00,Card,Online,169.41,GBP,L010,AU,Individual,Purchase,2,PL,0,Verified
T0005458,C00198,B001,2025-03-19 03:07:00,Card,ATM,4815.28,GBP,L009,CA,Individual,Invoice,2,BR,0,Verified
T0000757,C00126,B002,2025-03-19 04:45:00,International Transfer,Branch,441.62,GBP,L001,GB,Business,Payment,1,IN,0,Verified
T0004979,C00016,B001,2025-03-19 04:51:00,Card,ATM,565.41,GBP,L013,NG,Own Account,Salary,5,NG,0,Verified
T0002189,C00081,B006,2025-03-19 04:54:00,Card,ATM,992.38,GBP,L019,IN,Individual,Invoice,3,BR,0,Verified
T0003102,C00182,B002,2025-03-19 05:41:00,Card,Mobile,10105.35,GBP,L011,AE,Business,Cash,4,BR,0,Verified
T0005278,C00194,B009,2025-03-19 05:52:00,Cash Withdrawal,Mobile,1552.88,GBP,L019,IN,Own Account,Cash,3,DE,0,Verified
T0004615,C00281,B005,2025-03-19 07:32:00,Card,Online,1908.09,GBP,L018,PL,Own Account,Transfer,2,AU,0,Verified
T0000930,C00213,B002,2025-03-19 07:35:00,Cash Deposit,Online,430.72,GBP,L016,HK,Own Account,Payment,3,CA,0,Review Required
T0001206,C00049,B007,2025-03-19 07:51:00,Transfer,Mobile,803.67,GBP,L014,BR,Business,Invoice,3,IE,0,Verified
T0005400,C00093,B001,2025-03-19 08:26:00,Transfer,Online,245.45,GBP,L001,GB,Own Account,Invoice,1,IE,0,Review Required
T0000025,C00192,B010,2025-03-19 08:43:00,Card,Branch,975.37,GBP,L017,CH,Own Account,Salary,2,NG,0,Verified
T0001181,C00161,B012,2025-03-19 08:58:00,Transfer,Mobile,1614.51,GBP,L011,AE,Business,Salary,4,NL,0,Verified
T0003644,C00300,B006,2025-03-19 09:33:00,International Transfer,Mobile,287.28,GBP,L008,US,Business,Invoice,2,IT,0,Verified
T0005696,C00290,B008,2025-03-19 10:32:00,Cash Deposit,Branch,1234.98,GBP,L004,ES,Individual,Invoice,1,AE,0,Verified
T0002934,C00011,B011,2025-03-19 10:55:00,Card,Mobile,2239.19,GBP,L001,GB,Own Account,Invoice,1,IE,0,Verified
T0002240,C00176,B004,2025-03-19 14:04:00,Cash Withdrawal,Mobile,377.47,GBP,L007,IE,Business,Transfer,1,ZA,0,Verified
T0002039,C00190,B009,2025-03-19 17:18:00,Card,Mobile,9793.09,GBP,L016,HK,Business,Payment,3,SG,0,Verified
T0000231,C00222,B011,2025-03-19 18:32:00,Cash Deposit,Mobile,876.67,GBP,L017,CH,Individual,Salary,2,US,0,Verified
T0002726,C00204,B012,2025-03-19 19:59:00,Card,Mobile,2102.72,GBP,L012,TR,Business,Transfer,4,NG,0,Verified
T0003001,C00113,B005,2025-03-20 02:16:00,Transfer,Online,117.65,GBP,L010,AU,Business,Transfer,2,PL,0,Verified
T0000148,C00289,B007,2025-03-20 05:29:00,Card,Mobile,746.38,GBP,L019,IN,Business,Purchase,3,ZA,0,Verified
T0000126,C00291,B005,2025-03-20 07:21:00,Transfer,ATM,531.51,GBP,L018,PL,Own Account,Cash,2,ES,0,Verified
