customer_id,annual_income,monthly_debt_payment,loan_amount,loan_term_months,existing_loans_count,account_open_date
114832,32213.65,426.86,12880.87,240,2.0,07/08/2024
115209,25354.44,838.53,37789.04,300,0.0,25/05/2023
107591,32736.92,1184.75,6918.17,24,0.0,15-01-2023
106433,19410.85,263.62,6983.63,36,1.0,29-03-2025
111631,24560.41,77.78,3555.16,120,0.0,01/03/2018
108492,26219.57,0.0,22945.62,24,2.0,13/03/2020
102540,15635.02,390.9,18946.31,240,2.0,13/01/2018
102912,27008.39,269.43,6694.55,84,1.0,01/04/2025
101038,45890.18,343.55,16593.14,180,0.0,2021-08-15
118882,24075.92,1202.68,10123.87,60,0.0,29/04/2023
120422,37680.23,973.56,11312.39,36,1.0,06/26/2026
108108,23443.37,569.08,6204.65,60,1.0,20-06-2026
100729,17160.79,820.04,8502.35,84,1.0,2018-01-23
104351,21573.37,0.0,6733.99,84,2.0,10/03/2025
110402,29978.75,743.84,7626.3,24,0.0,2020-03-16
111800,46303.39,707.8,6087.73,12,1.0,13-12-2021
116162,39092.81,1377.4,4913.55,12,0.0,07/13/2022
117362,39383.21,608.88,8923.33,120,0.0,14-01-2025
116268,25107.48,411.36,14546.9,60,1.0,03/26/2018
100542,30388.85,815.98,9776.33,240,2.0,10-06-2019
100146,39975.58,1548.38,15078.78,300,0.0,2022-04-25
104252,21261.98,1014.7,8074.93,24,1.0,11/23/2022
111282,26546.57,574.51,6202.41,180,2.0,27/05/2023
100241,23556.12,0.0,7408.38,84,1.0,04/04/2025
104609,13461.84,76.41,1922.34,84,0.0,2022-09-15
103595,69807.71,1358.98,26592.49,12,1.0,17-04-2021
118393,31733.84,902.08,6667.18,120,0.0,08/21/2024
108369,37529.71,413.84,5379.69,24,1.0,31/10/2018
108242,54662.5,318.53,6909.05,120,0.0,23-02-2022
111175,24255.86,862.39,7040.01,24,1.0,27/04/2022
101952,16137.86,805.49,12627.98,12,1.0,18-03-2020
117226,16662.38,898.79,13246.7,300,2.0,24/11/2021
101594,24170.89,766.63,12676.19,180,1.0,06/06/2021
118721,24889.45,1051.64,4120.63,300,4.0,10/11/2019
107049,43114.38,1139.04,11190.05,84,2.0,01-04-2022
110244,74952.12,36.34,10069.25,36,1.0,2021-07-19
104119,32075.89,122.18,16808.88,60,0.0,09-05-2023
102680,53889.85,489.14,8021.09,300,0.0,02/01/2026
100844,32557.09,0.0,15151.15,300,1.0,06-10-2024
109234,63645.9,1047.93,9450.15,84,3.0,29-07-2024
112110,23365.95,602.05,15070.28,48,0.0,07-04-2026
111635,27414.9,847.59,7311.42,120,1.0,28/09/2023
101783,33158.52,1173.61,3352.4,24,3.0,09-08-2025
116147,35983.44,1026.89,7799.53,180,2.0,25-02-2024
100000,37773.36,725.44,13290.84,60,1.0,2020-03-22
105746,27953.6,403.06,15906.58,48,1.0,2018-03-20
114760,55605.29,839.09,8959.11,12,2.0,2024-11-19
116275,47151.39,0.0,13561.06,84,1.0,04/09/2019
108603,22092.23,567.51,2729.69,84,0.0,2025-02-28
102144,13649.77,459.73,18753.54,300,0.0,11-11-2018
103665,37080.7,,,240,,11-08-2021
106874,20048.18,560.79,11653.9,36,0.0,02/16/2024
108395,27773.43,923.17,27907.12,240,3.0,2018-05-19
109252,20847.07,468.9,7980.79,60,0.0,2022-01-03
108687,29905.89,399.94,13188.21,12,1.0,13-04-2025
102271,20455.66,-275.3,15948.14,24,0.0,2024-09-14
108404,17509.65,479.0,5110.02,48,0.0,11/02/2024
106757,28888.78,1150.74,3923.88,60,0.0,2023-11-17
109536,51730.78,1132.71,16554.03,240,1.0,03/06/2019
109659,26303.97,780.84,15112.68,48,0.0,16/07/2019
107814,29686.59,404.85,5426.45,24,0.0,20-05-2021
106892,45031.18,706.18,7023.54,300,3.0,06/13/2018
110090,9551.15,336.03,10567.08,240,0.0,27-03-2021
104983,-17963.57,1342.36,8578.01,180,1.0,05/03/2023
108349,36042.74,1049.39,10654.79,180,1.0,06/07/2022
117784,18401.09,166.46,25478.68,120,2.0,2018-08-17
118511,16576.97,312.33,12359.92,84,1.0,06/05/2018
107852,24481.9,695.89,18240.04,300,0.0,2025-12-26
109859,25851.96,1212.49,16937.06,36,1.0,13-08-2022
104201,31696.87,388.68,12622.1,24,3.0,2022-12-06
105000,10958.02,95.75,5837.67,24,0.0,07/07/2022
103449,23253.66,1396.13,13830.76,24,1.0,24/02/2018
114435,26150.82,561.81,8989.35,24,2.0,03-02-2020
105996,38874.26,263.05,5180.73,240,0.0,29/06/2024
118202,29392.52,0.0,6096.83,12,0.0,12-11-2021
106095,44527.95,167.07,12366.01,300,1.0,18/05/2023
112566,38489.13,415.62,5393.11,120,1.0,01/09/2022
118776,43345.76,696.09,6887.9,12,1.0,05/04/2018
100413,34653.24,358.58,13003.55,240,0.0,04-10-2023
101175,26506.56,890.98,7605.95,12,1.0,02/11/2025
106070,12855.55,842.12,8202.43,120,2.0,26-05-2020
118125,32178.38,298.63,13839.08,36,1.0,2022-11-10
116665,30989.43,98.33,9489.64,300,2.0,06/25/2026
115802,37258.44,1020.53,13454.81,24,2.0,03-04-2018
120380,-81231.72,868.4,2927.71,120,1.0,2020-07-13
120347,24537.23,924.38,6431.95,36,1.0,03/12/2021
106707,26591.64,801.71,4761.58,48,2.0,06/04/2022
115263,18223.65,570.55,34370.21,84,2.0,2020-11-06
108057,17843.45,1290.73,30257.8,12,0.0,26/02/2021
106810,24603.51,619.38,7024.94,36,2.0,2018-10-19
112762,27440.38,71.1,3819.93,240,0.0,2018-06-16
108145,28221.75,516.48,9273.94,240,0.0,2025-04-20
114633,43335.9,1169.5,13463.28,300,3.0,03/26/2022
105412,12777.7,447.21,6049.9,36,1.0,2022-08-26
117296,53212.22,593.47,17869.15,180,0.0,14/03/2018
106415,59095.73,1027.23,24201.86,48,1.0,10-03-2019
108965,53810.55,176.03,9085.92,48,0.0,17/11/2021
111751,16626.89,1196.53,12909.12,24,0.0,2026-03-05
108694,21103.55,490.4,19345.13,300,3.0,15/01/2024
114694,73732.58,1222.51,11585.83,84,2.0,2019-11-10
108020,24780.79,625.09,34600.38,120,0.0,10/22/2023
110404,25155.55,150.74,17102.87,36,0.0,01/03/2022
112745,-38386.08,714.65,19999.95,36,2.0,12/21/2024
104630,33572.54,1283.73,13352.24,12,2.0,2025-08-07
101413,45393.37,998.12,20150.94,240,2.0,16-08-2021
101130,25870.77,577.29,23916.13,36,2.0,04-02-2018
110029,16725.71,322.99,9575.86,240,3.0,03/01/2020
114850,28917.1,1115.93,11206.83,48,3.0,05/07/2023
107117,32954.53,1051.77,24967.51,300,5.0,16/01/2021
118247,28254.37,814.12,13441.22,180,3.0,05/27/2021
101621,37603.05,406.89,3572.31,84,2.0,2024-02-02
108559,28581.9,357.38,12788.76,60,0.0,12/04/2025
118493,20422.9,145.92,15303.82,12,2.0,11/04/2020
117306,34131.77,903.89,78698.44,84,2.0,07/11/2021
110059,20642.24,311.36,11613.25,24,3.0,2020-04-20
109008,22825.58,,,12,,30-04-2020
103298,22048.21,1069.02,6589.45,24,1.0,29-10-2025
116118,23456.18,1231.92,5868.64,300,1.0,13/08/2026
115616,29199.04,744.09,13721.2,240,0.0,01-08-2019
109272,26868.95,111.1,4382.31,240,2.0,16-05-2021
111020,36683.3,1004.93,11360.53,36,0.0,2018-01-29
105174,15914.14,1077.05,4996.08,84,0.0,2023-03-21
114085,30661.07,295.49,15362.57,300,1.0,27/04/2023
107199,27096.28,1200.01,6766.2,48,1.0,27/04/2021
107125,32214.5,478.37,6890.4,240,1.0,2022-01-10
118808,31799.1,185.09,7734.66,48,2.0,2024-03-02
109932,46371.56,235.21,5550.79,60,2.0,18-04-2021
109092,30657.39,688.2,928.2,180,1.0,05-02-2020
109222,11831.1,1124.61,12733.02,84,2.0,31/05/2025
116319,19806.06,773.04,9539.61,24,0.0,17-04-2022
100422,24921.71,769.83,13521.72,48,3.0,03/02/2021
109419,46219.97,134.02,3496.4,12,0.0,2026-04-18
104393,32843.76,628.05,14444.98,36,0.0,2020-07-27
105701,29538.82,683.82,7257.09,84,1.0,2024-09-06
114767,48400.68,653.9,6240.37,48,1.0,27-12-2021
118745,41671.39,907.56,3781.16,240,1.0,06-08-2026
112331,16752.86,1132.83,3713.2,180,0.0,17/06/2021
100483,25686.82,679.65,13392.4,240,2.0,2020-10-24
103846,35967.97,209.09,13566.37,36,2.0,08/02/2025
109851,53950.58,410.32,25287.93,36,1.0,02/07/2024
101315,23176.03,871.77,21181.19,300,1.0,2025-12-30
107449,22252.27,495.03,4579.4,120,1.0,03/01/2018
114238,58175.95,409.24,8303.5,120,2.0,14/05/2018
105377,,200.09,16116.52,24,2.0,09-08-2026
116529,19782.85,620.72,4743.52,180,1.0,13/10/2019
101576,19055.21,663.35,48361.04,84,2.0,08/02/2025
117662,-26440.0,236.69,9543.12,12,0.0,19-08-2018
110317,39494.16,-980.21,8457.8,300,0.0,30-05-2023
105472,17608.79,829.71,24712.08,84,1.0,08/04/2024
113042,56294.93,1320.34,9061.4,48,4.0,07/14/2025
110614,31329.03,562.19,8481.07,48,2.0,17-12-2018
108135,32909.07,10.36,14211.9,180,2.0,2026-05-02
113936,56083.08,645.81,18803.12,84,0.0,02/08/2025
101989,-25615.37,364.27,4960.6,12,0.0,07/03/2023
106687,21562.75,0.0,8865.69,24,0.0,22-11-2025
118987,19222.92,660.61,18815.94,60,1.0,09-03-2020
117466,16789.26,150.45,16611.78,12,0.0,2023-07-21
108147,21663.15,724.51,3240.16,36,1.0,07/28/2021
106586,,682.41,5982.48,84,1.0,04/19/2019
115758,27990.72,1226.31,16911.92,48,1.0,09/04/2023
100121,50582.11,375.64,5885.3,48,2.0,19-11-2020
102609,34655.83,918.84,13516.87,12,0.0,15/09/2021
119944,16265.4,,,240,,15-05-2020
118642,45788.19,527.89,8377.15,240,3.0,20-07-2020
113561,22246.58,1134.77,18122.28,12,0.0,19-03-2018
100953,26485.5,752.12,8350.27,48,0.0,05/07/2018
108522,32431.51,978.76,24158.95,60,0.0,2024-11-23
110249,34009.51,941.02,25499.48,60,1.0,30/01/2018
116584,23453.17,928.61,4726.8,12,1.0,01-03-2018
111203,-29243.77,,,180,,02/13/2019
114756,49739.53,546.46,15655.76,48,0.0,15/09/2019
101270,35368.72,-294.79,14797.96,12,3.0,2019-02-16
106178,34863.58,760.99,12716.98,48,2.0,01/23/2019
101691,33192.86,1512.51,8965.17,36,3.0,2023-09-01
118056,26772.98,632.93,5125.98,60,3.0,15-02-2025
113690,30828.38,1503.64,13345.87,120,3.0,02/12/2026
110423,28804.15,0.0,8473.98,240,0.0,03/21/2021
110747,15100.24,971.24,5803.5,120,1.0,2020-02-01
108507,17061.01,117.94,6620.44,120,0.0,2018-09-10
117699,-22428.16,753.57,15120.73,36,0.0,12/15/2019
102974,38352.48,39.9,5244.54,12,1.0,14-10-2023
114803,43491.42,566.06,6263.46,24,2.0,2018-10-25
105043,29950.56,674.94,7053.94,36,1.0,20/04/2026
117698,42400.06,0.0,7669.58,60,0.0,24/06/2025
109061,36846.6,1022.24,9895.51,12,0.0,2018-12-11
105992,30886.36,471.58,3722.22,48,0.0,31/07/2024
101208,34430.02,913.26,6605.48,12,2.0,2023-09-22
119184,-48034.98,974.2,22974.18,300,0.0,08/04/2025
117814,55325.08,1316.28,3631.83,24,1.0,2023-07-19
108138,30428.7,989.5,12382.06,84,1.0,11/12/2022
112877,23473.36,1018.57,6388.37,180,1.0,2024-12-14
106647,31973.56,927.81,9196.18,48,1.0,03/22/2021
101090,79643.45,885.15,11942.19,180,2.0,01-10-2021
103120,1621681.2,1034.38,22927.79,84,0.0,2026-02-05
111399,35093.46,432.36,6560.41,12,0.0,2018-01-22
108765,37451.89,476.79,10379.15,84,1.0,28-03-2021
115080,13669.72,317.32,11052.49,180,1.0,01/09/2026
101533,19658.92,1498.42,4520.32,180,0.0,25-08-2026
105527,13921.45,939.57,16084.12,12,1.0,15/10/2021
101411,22109.44,525.97,9168.06,180,2.0,03/31/2019
104404,47872.29,1192.63,9103.13,12,1.0,2018-11-05
102614,18266.32,568.66,13414.56,24,2.0,2019-01-20
102636,34370.69,834.1,6756.45,36,0.0,2022-07-28
111339,18410.22,895.18,4722.49,36,1.0,17/12/2024
115499,21070.47,258.93,10954.24,84,0.0,01/18/2024
102664,38742.5,175.56,8022.28,120,0.0,22-07-2021
115621,22276.6,406.85,10081.11,300,0.0,2020-05-30
114324,29375.22,556.09,9651.29,24,0.0,2022-01-15
106535,19545.16,909.68,12159.79,120,5.0,25-12-2025
108784,977948.4,627.25,20481.59,60,1.0,2023-09-13
113022,59120.23,1078.14,6737.9,48,0.0,02/08/2025
120107,-48130.77,0.0,5845.17,180,1.0,06-01-2023
114773,27399.43,210.57,4215.52,36,0.0,2022-11-03
114938,43221.37,860.88,9492.93,180,3.0,27-04-2020
104702,54744.1,0.74,6575.33,36,1.0,18-08-2019
113316,1497415.2,1158.29,14379.99,36,2.0,2022-04-14
108530,23752.97,1045.85,7314.06,12,1.0,12/05/2026
110504,40366.51,93.86,10211.49,12,0.0,23-01-2018
115500,23306.23,746.54,25028.79,48,0.0,09/22/2022
114163,10512.6,639.05,5138.11,60,1.0,2025-01-05
113020,27831.14,64.51,6504.08,300,0.0,10/17/2020
101767,48883.06,570.22,18268.97,36,2.0,21/07/2018
119495,32108.51,-1187.35,5176.54,180,0.0,2018-05-04
105385,40425.73,231.27,7061.06,84,1.0,2018-12-13
111526,24707.77,272.95,17230.14,120,0.0,11/12/2021
111335,46536.74,393.65,10496.36,300,1.0,16-08-2024
110979,48977.68,916.49,10611.35,36,2.0,23-09-2023
117264,38937.81,299.18,15227.6,48,0.0,2018-11-20
104688,691541.6,686.29,3747.13,240,1.0,01/28/2022
110821,2036954.4,219.8,16758.25,12,1.0,08/01/2022
116882,18378.73,792.14,12355.28,240,3.0,11/07/2022
113587,32414.81,639.86,23607.69,84,0.0,09/22/2018
114475,20370.32,974.34,12062.33,36,0.0,2019-03-19
117090,22402.16,931.75,7980.73,60,0.0,11/22/2018
110456,22841.66,1195.49,9079.27,240,1.0,04/22/2018
101002,45531.67,271.83,14680.16,300,1.0,20-02-2020
111726,52507.67,267.11,16327.37,24,0.0,26-03-2019
115315,55526.56,423.41,10765.99,240,2.0,02/07/2022
105762,24714.64,987.15,5538.14,12,1.0,17/09/2022
108616,35849.47,467.16,12272.33,180,1.0,08-03-2019
120118,37385.44,1118.02,5993.9,36,0.0,07-03-2018
112791,42799.79,579.57,9641.16,48,1.0,18/05/2020
116487,30876.65,757.11,5182.27,24,0.0,2022-06-06
113443,13267.67,281.1,22298.63,300,0.0,06-06-2022
110842,31464.88,450.92,6003.31,180,1.0,04/20/2021
120340,23455.12,857.04,12647.02,36,3.0,03/12/2023
102146,50528.23,1061.59,9499.53,36,2.0,02-12-2021
117831,27912.8,1486.92,13968.73,120,4.0,29/07/2022
102662,29562.34,955.39,16449.66,12,1.0,18-12-2022
119080,55944.08,542.82,13125.14,240,0.0,16-07-2020
114267,35463.86,1363.7,14216.73,48,0.0,12/24/2024
104339,24985.52,582.17,15364.3,36,0.0,29/01/2022
103194,23725.38,1761.24,17259.61,24,1.0,04/03/2026
112536,18344.97,1215.45,4405.35,84,2.0,14-10-2019
102953,48437.55,560.22,7229.56,60,3.0,2020-04-27
116358,53076.62,1032.98,13263.64,180,2.0,15-07-2025
106517,,896.52,4389.71,60,3.0,11-07-2021
104245,43183.9,74.29,5017.63,120,2.0,07/11/2022
102310,17747.33,1103.43,7265.63,120,1.0,03-03-2022
104540,40340.41,1533.29,19466.17,300,1.0,07/12/2026
115419,12212.71,1172.47,10621.36,36,1.0,21-03-2026
111400,28564.18,865.55,10170.01,300,0.0,02/24/2026
115834,31650.82,785.59,12199.85,12,1.0,05/19/2024
103795,30129.46,1135.24,6214.16,120,1.0,2018-02-19
117035,17197.44,903.52,4623.59,300,1.0,09/19/2019
101280,48426.5,787.51,15904.24,60,0.0,21/06/2022
108351,39349.89,0.0,10554.15,120,0.0,05/24/2025
104436,28199.85,581.74,3323.64,120,2.0,2022-10-05
111427,14383.72,933.69,7425.04,36,2.0,2020-12-25
105350,26615.85,632.94,18281.59,180,1.0,2019-08-25
114931,20846.12,208.43,3425.33,84,0.0,2022-08-22
110495,32431.33,908.06,34487.07,300,0.0,21/03/2024
107575,30012.33,1063.24,19540.11,12,0.0,04/02/2023
113064,22010.15,1695.26,4260.38,120,1.0,2024-08-17
113795,36296.54,968.4,7641.61,36,2.0,2025-06-09
110904,46003.99,275.73,13536.27,36,5.0,08/28/2024
100222,36124.85,1123.97,6434.18,84,1.0,2025-09-14
103545,34654.6,373.56,13556.48,84,3.0,24-01-2026
109647,23883.72,1527.49,5682.93,60,1.0,01/28/2020
102442,30962.14,313.07,4397.04,60,1.0,02/23/2020
114366,41114.83,0.0,17415.7,180,0.0,29-09-2023
108496,17485.1,1046.91,12521.32,12,1.0,10/09/2020
101972,22553.49,902.5,23101.88,36,2.0,2019-04-30
101570,53317.01,1783.48,19339.19,12,1.0,09-08-2023
102281,24914.92,1055.83,6072.21,240,2.0,14/01/2023
110733,51218.61,1244.56,16533.84,300,3.0,09/18/2018
102021,-33812.18,1087.84,19873.98,48,1.0,29-10-2022
105312,30504.42,612.59,18595.25,12,2.0,2023-04-15
114684,18112.82,1455.33,14666.32,120,2.0,2018-08-22
115409,29564.18,1670.93,6834.5,48,0.0,01-01-2025
119424,47992.89,298.69,8573.54,60,0.0,2025-07-23
102556,27130.07,811.44,13774.64,120,1.0,18-08-2026
107596,62971.55,934.25,13691.83,48,0.0,2023-07-25
116737,-10616.37,1195.81,6103.25,12,1.0,2025-01-28
103344,30087.28,1011.11,1594.83,36,1.0,07/06/2018
100902,29065.98,21.08,17641.42,60,1.0,12/03/2025
112354,20814.52,1363.78,5580.54,240,1.0,18-05-2025
100181,36400.68,648.29,10051.51,84,0.0,10/14/2019
110424,30402.45,553.46,13428.5,24,0.0,17-09-2024
105709,85733.8,,,48,,03/19/2026
101853,13913.06,880.52,13045.53,240,2.0,2020-08-21
105144,21280.69,316.63,8503.05,60,1.0,31/08/2024
118337,23302.68,721.77,4394.81,180,0.0,09/30/2019
120142,38764.25,1157.61,4331.06,300,3.0,30-09-2025
109683,14715.2,418.68,3738.5,12,2.0,12/30/2020
109938,39778.62,795.84,19231.63,180,3.0,03/04/2023
101458,68482.14,537.29,5497.14,180,2.0,17-07-2023
105059,19055.1,-793.18,3352.99,240,1.0,16-04-2026
115387,28710.1,525.99,10769.4,300,2.0,2025-06-27
106402,34651.06,0.0,7776.22,48,0.0,15-08-2024
115953,33728.56,723.42,15551.86,24,0.0,2021-06-22
101926,14195.58,701.66,4881.72,24,3.0,2020-05-28
114377,33115.68,611.57,31056.31,180,1.0,09/08/2023
115351,45234.2,921.71,9172.59,60,1.0,22/02/2025
118989,25331.87,590.35,3359.21,60,0.0,2020-10-29
103656,31620.93,560.66,10819.98,48,0.0,02/23/2025
114454,30635.02,1273.86,8082.46,36,2.0,04/24/2024
106444,52224.6,1675.56,4362.95,60,2.0,19-01-2020
107703,2265698.0,891.02,10286.43,300,0.0,25-01-2023
117977,46438.25,552.81,8003.97,120,2.0,31-05-2018
115354,-22660.58,1491.01,5257.75,12,0.0,2019-11-06
106198,24443.73,972.8,7028.34,48,0.0,01-02-2021
117149,33316.08,1413.17,24471.28,12,1.0,08/01/2023
106075,31179.96,743.6,4042.57,240,1.0,08/04/2020
115345,30322.12,258.85,9825.69,48,0.0,20/10/2020
112985,28207.28,1069.53,23757.38,48,2.0,03-09-2023
109842,30303.4,616.01,4098.87,12,0.0,09/08/2025
108454,25771.14,465.64,6320.38,84,3.0,22/09/2023
118463,15961.01,-688.51,28636.67,12,0.0,07/18/2026
107563,56146.05,,,84,,05/28/2026
105081,137714.82,817.24,24567.61,48,1.0,01/26/2021
117419,60912.77,724.92,28141.52,240,1.0,01/04/2022
103999,139900.09,717.61,14463.42,180,1.0,2023-01-20
114145,9013.59,592.43,7102.96,120,5.0,20-06-2018
108675,18924.55,568.24,5959.48,36,1.0,03/14/2018
109660,19647.04,321.16,36921.78,12,0.0,2025-04-08
102086,14691.07,973.22,14186.04,48,1.0,04/17/2023
109412,19007.53,594.47,6816.84,36,2.0,2026-01-21
113137,19667.15,910.05,9986.61,240,1.0,19/08/2021
106918,67158.7,62.01,10353.92,84,0.0,2025-05-18
102589,37429.94,1012.01,8402.72,12,2.0,05/23/2022
113470,31729.85,1090.32,8399.77,36,0.0,2024-04-29
110995,23787.91,0.0,14724.04,300,1.0,24/03/2021
119970,63658.72,1102.98,13015.51,48,1.0,17-07-2020
104527,19990.1,1173.62,12410.38,84,0.0,01/17/2024
117122,32428.9,851.1,10206.6,48,2.0,03-05-2023
104254,64728.66,220.33,6412.66,240,1.0,18-11-2019
119240,38698.77,159.94,35988.31,84,0.0,24/08/2025
113291,23246.78,774.77,3115.61,36,1.0,05/02/2023
115348,34431.71,1161.36,5490.92,24,0.0,2021-05-13
106293,50898.03,-222.25,5643.75,84,0.0,16-02-2020
104229,81969.16,784.81,10832.36,60,1.0,04/09/2019
120444,32980.26,182.32,1987.2,24,0.0,18/10/2022
100884,37598.96,1364.78,3943.58,240,1.0,11/25/2019
101039,30285.63,1176.36,3134.64,84,0.0,2023-06-24
115473,26356.27,1009.69,33492.89,84,2.0,13/07/2021
113572,45867.07,1291.97,4986.71,48,2.0,27/01/2023
106002,22156.92,630.8,14330.84,12,2.0,2019-12-31
102445,34747.44,601.74,5694.06,120,0.0,23-09-2021
106105,31694.82,1012.1,25544.95,120,0.0,20-05-2025
113358,119675.57,1156.32,8853.76,240,0.0,24/10/2021
108124,27112.9,136.92,14389.17,180,2.0,13/07/2021
116924,41273.26,932.07,19624.44,12,1.0,12/10/2023
120094,25761.42,841.62,28237.39,24,1.0,2025-02-15
115923,50801.77,1011.2,4131.57,24,1.0,11/04/2024
102095,50367.12,1117.05,14916.22,120,0.0,02/26/2019
103857,34517.7,606.19,14021.38,36,1.0,07/19/2021
119006,23719.98,757.25,2147.12,120,1.0,28-12-2019
109626,37654.79,-40.96,8170.01,36,3.0,04-04-2023
103477,71107.67,666.69,8673.78,300,2.0,2021-11-22
101010,28912.08,738.27,10039.92,36,1.0,20-08-2020
111208,56338.79,936.58,13770.42,36,1.0,05/26/2024
111983,14779.33,857.9,11290.36,84,1.0,11/10/2024
107696,36779.77,559.87,15001.97,12,0.0,04/13/2022
114101,22985.31,436.26,13520.48,300,1.0,11/17/2020
114071,39825.74,13.78,7339.44,240,1.0,25-07-2022
100934,32327.24,1502.15,12378.59,180,1.0,2022-01-08
109888,39629.82,216.67,14173.57,36,0.0,2025-07-31
111450,,1180.14,12101.83,12,2.0,10/05/2025
119085,43872.97,695.08,7813.2,120,2.0,02/20/2023
101343,58007.03,784.53,10408.52,180,1.0,25/03/2019
105687,28634.23,0.0,8826.81,120,3.0,03/06/2023
100359,55694.6,601.82,7747.6,300,1.0,01/22/2019
106357,10112.16,1185.17,19265.15,60,1.0,2018-08-03
119145,29789.06,585.23,16462.14,48,1.0,03/18/2018
100959,16274.54,274.6,17518.55,36,0.0,2022-08-16
120030,23628.28,1712.48,4962.68,84,1.0,20/11/2022
101148,,689.29,6503.92,12,0.0,05/23/2021
102954,25853.06,1295.3,14367.24,36,0.0,14/07/2026
102051,15615.74,535.56,25296.33,180,1.0,2022-07-25
118473,,479.35,5727.43,180,0.0,14/07/2018
102054,50673.19,1038.07,27499.25,300,2.0,12/04/2019
118962,20327.92,507.37,14974.5,120,2.0,05/10/2026
107511,31663.7,653.44,11456.27,36,2.0,06/04/2023
114283,18883.79,964.42,8840.07,240,2.0,11/14/2019
116372,18078.93,231.52,3877.81,60,1.0,09-07-2024
109162,28606.99,1101.21,9020.46,60,1.0,2023-05-11
110532,32624.31,777.49,23062.4,300,1.0,15/12/2018
106311,42703.83,835.83,12198.95,12,1.0,03/23/2018
115689,57381.53,367.52,5906.03,36,1.0,2024-04-06
109231,36876.02,558.46,16182.26,48,1.0,2024-08-17
119157,44521.42,351.38,10600.98,240,1.0,24-08-2019
112827,25741.24,332.38,10354.61,36,3.0,03-08-2019
111547,31071.8,537.35,7615.36,300,0.0,25-02-2025
110007,45555.0,757.59,12031.44,180,1.0,02/05/2019
105749,40693.08,722.19,13057.76,60,1.0,08/04/2025
112824,23917.45,-1067.49,9395.07,24,0.0,01/17/2021
118516,22696.77,705.71,8338.89,300,0.0,2018-09-14
118967,46237.13,1419.36,8158.07,12,0.0,29/06/2021
103608,18848.21,-144.12,8208.14,240,0.0,2018-10-01
108985,22401.88,839.77,19057.74,300,3.0,2019-03-19
112114,35808.32,1849.64,6783.35,120,3.0,07/14/2022
105045,34879.82,909.54,10395.97,300,3.0,21/08/2018
111833,-31671.39,551.78,7089.71,60,1.0,03-08-2022
105508,46003.4,276.45,8411.31,12,0.0,03/09/2026
118097,18403.1,0.0,6941.74,120,0.0,16-03-2018
105194,55626.33,825.4,9107.56,48,0.0,18-05-2026
104707,21767.94,527.47,13406.2,84,2.0,2025-05-21
111396,79111.11,536.96,27282.41,60,2.0,11/21/2020
108270,44130.92,1174.22,20964.34,84,2.0,26-10-2022
107077,27977.91,864.5,8625.54,36,1.0,12/05/2025
108582,23712.78,256.32,17116.67,300,2.0,21/11/2021
107030,22071.57,445.07,5373.74,60,2.0,27-02-2019
102394,47407.95,248.87,18379.4,36,1.0,23/07/2023
118557,13972.63,1089.9,11263.98,300,3.0,20-09-2019
108453,23392.75,1205.52,25310.42,300,3.0,05/01/2019
110354,17929.82,284.54,14483.9,60,1.0,03/10/2018
106692,22008.23,675.09,9518.91,120,1.0,2024-07-31
116062,25475.12,287.95,4772.95,36,3.0,2019-05-13
116293,2611507.6,118.96,3514.91,300,1.0,2023-03-31
113710,24251.73,0.0,9352.9,48,1.0,10/05/2019
106077,32480.19,567.48,27949.87,180,0.0,05-09-2019
120200,35214.37,968.69,21274.95,300,2.0,2023-01-18
107639,31096.47,535.21,25897.19,12,0.0,13-05-2026
118113,-49172.78,439.05,15406.12,180,0.0,10/27/2018
106292,35920.43,343.15,6547.35,180,1.0,2024-12-10
103537,63749.74,1149.53,24583.9,84,1.0,17-11-2020
114580,45401.51,225.42,17774.06,24,0.0,2018-10-19
114464,23401.82,319.71,19039.25,48,1.0,07/11/2022
102746,27126.05,910.88,3219.79,120,1.0,05/07/2020
100102,31199.86,829.37,11509.3,48,1.0,20/06/2024
112222,23752.83,400.98,10153.12,120,0.0,02/03/2026
101661,23407.81,1116.44,5822.49,180,2.0,2023-12-08
119036,34475.19,114.97,10885.22,84,0.0,01/06/2024
120144,15982.36,852.42,11225.86,24,0.0,2025-12-22
109254,15371.1,563.43,5702.71,300,0.0,23-05-2018
110928,28335.76,1007.74,9869.38,48,1.0,03/03/2026
110138,38837.25,100.49,7805.31,300,2.0,2019-09-08
105199,29915.82,860.98,28909.21,300,1.0,2019-07-23
109778,22721.31,521.48,9204.77,180,0.0,2021-05-20
107831,40352.32,405.57,9877.02,180,0.0,06/02/2026
101694,31392.27,518.59,18930.0,24,0.0,2021-04-02
105048,50236.85,637.44,7688.83,300,2.0,01/20/2022
110360,15309.15,931.26,18249.83,120,1.0,12/19/2020
100268,35065.38,1105.11,17954.72,120,0.0,19/05/2022
100518,41043.46,1256.0,2489.92,240,1.0,13-03-2025
107615,41166.42,965.56,13517.27,36,0.0,29-04-2018
107516,44107.18,779.95,2941.73,12,1.0,29-03-2019
112539,,1067.35,20401.65,84,1.0,15/02/2022
116975,21012.38,848.36,13931.2,48,2.0,03/08/2021
102358,33716.75,1093.22,9404.29,120,2.0,29-07-2018
113287,31795.15,636.84,7036.45,180,1.0,18-12-2020
100937,38276.6,770.2,9808.79,180,1.0,01-11-2023
