claim_id,customer_id,claim_date,claim_type,claim_amount,claim_status
500553,104148,21-05-2025,Auto,1335.02,Rejected
509590,119840,02-11-2020,Home,3059.69,Approved
513129,104713,07/16/2019,Health,1050.41,Rejected
512887,102800,2025-10-20,Travel,279.09,Rejected
513483,118743,03-09-2025,Travel,1097.38,Approved
514040,105797,03/01/2025,Auto,536.07,Rejected
502766,102702,15/02/2020,Life,5032.87,Approved
510807,110506,08/06/2023,Travel,251.03,Approved
503501,117246,2020-04-09,Health,338.68,Approved
506702,109760,21/08/2023,Home,1077.45,Rejected
510108,101131,25-12-2019,Life,11165.97,Approved
503154,104436,28-09-2023,Travel,160.6,Approved
508064,109933,09/10/2021,Home,2479.38,Approved
513835,109076,24/09/2020,Life,6390.08,Rejected
512503,105085,2023-12-04,Health,-1112.75,Approved
513029,107183,02/25/2022,Life,10864.91,Approved
503984,101418,24/10/2020,Home,2295.45,Rejected
505799,115816,2025-11-16,Life,17862.97,Approved
504237,107654,26/05/2023,Home,7059.61,Rejected
507958,102784,01-11-2025,Home,4255.12,Rejected
511778,116260,10/10/2020,Auto,2123.0,Under Review
500420,119246,20-02-2024,Home,891.97,Approved
513149,118284,24-10-2021,Home,2016.4,Approved
508470,101699,20/12/2023,Auto,4272.19,Rejected
505270,115488,22/09/2019,Auto,726.28,Under Review
501496,111604,29/08/2021,Health,1369.38,Rejected
501047,117663,2023-07-25,Health,159.54,Approved
511587,113374,29-12-2022,Auto,1888.7,Approved
508698,115272,07/11/2022,Auto,5458.63,Rejected
500856,111887,06/08/2025,Health,344.49,Approved
510605,107450,11-08-2026,Auto,1443.12,Under Review
506625,110371,22-09-2021,Auto,1305.15,Under Review
508165,118008,21/08/2024,Home,1195.02,Rejected
507324,102758,12/27/2025,Auto,3221.29,Rejected
508661,115789,2025-07-16,Travel,423.17,Under Review
508598,110940,20/09/2023,Health,3879.27,Rejected
507283,108011,02/10/2025,Life,5167.89,Rejected
508382,118183,02-02-2026,Home,6371.43,Under Review
510010,108963,2024-10-28,Auto,-761.21,Approved
507663,109305,09/03/2024,Home,7325.09,Rejected
507862,119884,24-07-2020,Auto,,Approved
514613,119830,2019-08-14,Auto,817.24,Under Review
500820,107793,31/08/2022,Auto,2175.65,Approved
501643,116568,04/09/2019,Travel,286.25,Approved
514695,106776,06/11/2023,Travel,133.36,Approved
509751,105003,14-05-2024,Home,2786.33,Pending
502631,102157,10/27/2019,Health,106.6,Approved
500107,102127,2022-01-13,Health,1260.71,Pending
510302,115045,2025-01-13,Auto,848.06,Rejected
500367,106695,2021-02-04,Home,2458.19,Under Review
504244,108781,14-04-2022,Travel,93.29,Under Review
500416,114354,04/29/2023,Travel,265.55,Pending
502420,109816,06/15/2024,Life,4672.08,Approved
500729,120040,2021-05-07,Home,1342.95,Approved
508253,108974,06-02-2024,Home,10241.19,Approved
514209,112819,2023-10-17,Health,2256.85,Pending
506167,116447,2022-01-29,Home,1840.26,Approved
514612,117429,17/11/2022,Home,1329.61,Under Review
503745,117003,10/23/2021,Health,1447.15,Approved
512499,111691,20-05-2024,Auto,3004.73,Approved
502662,118976,27/05/2024,Home,520.11,Approved
502388,106492,11-10-2020,Life,19645.38,Approved
504339,109935,03/25/2022,Life,4904.05,Approved
511009,103917,09/21/2020,Auto,1316.3,Rejected
504464,108692,11/06/2026,Auto,752.38,Under Review
510771,116760,2025-02-01,Health,830.18,Approved
505076,108688,06-11-2025,Health,271.26,Approved
504395,118231,02/20/2022,Health,468.07,Approved
500510,116799,2024-01-14,Auto,671.67,Approved
500700,119071,27/09/2024,Home,7005.48,Approved
503996,107789,27-10-2025,Auto,1578.54,Rejected
511107,106533,04/06/2026,Health,1198.66,Under Review
502628,115413,2019-03-29,Travel,368.31,Approved
511193,117705,14/07/2023,Home,905.81,Approved
501277,105106,02/03/2026,Auto,920.65,Rejected
513368,110382,11/06/2025,Health,1123.21,Approved
502030,119653,07/04/2022,Life,10131.98,Pending
507286,116771,17/08/2020,Auto,4420.85,Approved
500039,106316,06/08/2025,Auto,472.25,Rejected
501891,104706,23/12/2023,Auto,1756.02,Approved
513775,100294,05/27/2025,Health,978.45,Approved
504767,103445,03/16/2020,Auto,2124.84,Pending
504554,106887,20/12/2020,Auto,835.39,Rejected
504094,118897,17/07/2023,Auto,2847.24,Pending
514304,109911,2022-09-13,Life,7528.05,Rejected
512431,111580,2026-08-07,Life,5498.48,Pending
502980,111282,29/04/2026,Auto,1347.92,Approved
504983,107267,2019-04-21,Auto,2204.52,Approved
504459,108870,2019-03-30,Health,396.86,Approved
501303,111051,20/10/2025,Health,712.12,Under Review
503944,110346,30-08-2025,Life,7482.07,Rejected
507682,115110,2024-08-23,Home,3563.67,Approved
509577,113059,2021-05-27,Health,405.48,Approved
500346,101788,03/17/2024,Auto,1736.66,Approved
510140,119773,28/05/2024,Health,1625.05,Under Review
508509,109819,2023-06-18,Health,,Approved
509718,100324,26-10-2021,Home,859.04,Rejected
500474,103334,11/29/2023,Auto,916.02,Approved
508076,118825,2022-09-14,Travel,317.19,Rejected
506554,104969,07/03/2021,Home,1362.25,Approved
510978,109041,19/05/2026,Health,,Approved
503187,118989,02/04/2022,Auto,1431.49,Under Review
509054,112456,2024-01-28,Auto,2106.12,Under Review
500322,102305,31-05-2021,Travel,548.43,Approved
505226,103730,03/01/2020,Home,6160.39,Approved
504935,114857,02/28/2021,Travel,296.91,Rejected
507583,119467,08/30/2022,Auto,1913.92,Approved
507794,109372,10/20/2019,Life,3919.28,Rejected
502754,112606,01/27/2024,Health,869.98,Pending
504128,104467,06/02/2021,Health,682.19,Approved
511527,101032,30-11-2021,Travel,145.94,Approved
510218,108943,26-08-2023,Home,2069.58,Approved
512334,109741,10/02/2024,Home,3056.32,Approved
500971,108483,06-05-2024,Health,2044.93,Under Review
506875,106333,2019-05-25,Health,524.64,Under Review
504238,104093,2019-05-11,Home,1741.28,Approved
510481,115244,05/03/2024,Travel,422.66,Approved
514015,106150,09-07-2019,Travel,229.37,Under Review
510707,104267,09/20/2025,Home,827.08,Approved
503194,106198,2025-04-08,Home,581.15,Approved
508934,118467,03/12/2022,Auto,1392.61,Rejected
501201,104156,18-01-2025,Travel,235.71,Approved
502727,115073,06/07/2019,Home,1685.92,Approved
512749,106905,14-03-2019,Health,339.66,Approved
508478,102979,07/16/2019,Life,19048.41,Approved
507047,118158,2024-06-24,Life,6790.98,Rejected
500036,106846,09/16/2020,Travel,452.24,Approved
514087,101792,2021-10-16,Health,729.71,Approved
511923,114523,13-04-2022,Home,2782.62,Approved
512911,100342,10-06-2023,Life,4524.15,Under Review
506594,117288,2025-07-13,Health,839.51,Rejected
508999,112016,2019-03-24,Life,8678.88,Approved
511518,115946,2021-08-10,Auto,738.07,Approved
507702,118373,08/26/2022,Health,601.82,Approved
505225,105341,2022-08-10,Auto,1318.45,Approved
508091,108847,2021-08-18,Health,338.26,Approved
506329,108303,12-05-2021,Auto,3601.87,Approved
508250,112186,22/06/2024,Health,1342.55,Approved
512267,100690,2020-02-24,Auto,484.67,Rejected
501288,101534,07/24/2019,Auto,1838.08,Approved
503031,106070,2022-01-03,Home,1146.5,Approved
507512,104268,01-08-2020,Auto,3187.71,Approved
502977,111800,2021-06-21,Auto,1052.39,Pending
502400,103168,04/02/2019,Auto,-739.6,Under Review
504003,104105,2025-10-19,Health,1966.67,Approved
514466,114512,21-11-2025,Life,5860.63,Approved
504148,112888,01/25/2026,Health,580.39,Approved
513408,118978,04/09/2019,Home,1984.18,Approved
501746,113989,2024-10-24,Auto,3425.35,Approved
505155,104147,06/25/2026,Health,-216.59,Approved
507150,111011,03/19/2022,Auto,1719.48,Rejected
509896,103555,08/27/2023,Travel,380.16,Approved
510190,113362,23/08/2020,Home,4686.35,Approved
508344,102138,10/11/2019,Health,499.28,Approved
507482,118228,05/05/2022,Health,263.97,Rejected
506088,101360,31/08/2019,Auto,1520.76,Approved
509864,117579,07-10-2023,Life,12203.89,Pending
511877,106992,2025-08-17,Auto,2220.92,Approved
506128,115648,11-01-2019,Travel,235.12,Pending
502507,100433,08/12/2019,Auto,867.36,Pending
503652,101795,31/05/2020,Health,1006.79,Under Review
514636,114486,12/03/2022,Auto,1405.61,Approved
507070,111385,05/08/2025,Home,3043.18,Approved
500210,100971,09/20/2021,Home,1400.5,Rejected
513124,101974,09/01/2023,Auto,-760.27,Under Review
501950,103707,2020-09-04,Health,911.35,Under Review
508899,116427,20/05/2024,Home,4361.79,Approved
500651,107386,14-11-2022,Home,1623.68,Under Review
502206,118022,19/08/2021,Life,3922.62,Approved
505688,118161,17-03-2021,Home,4901.43,Pending
502615,101765,09/10/2025,Auto,1351.94,Pending
501396,113185,12/16/2021,Auto,4012.49,Approved
510376,114259,12/27/2024,Home,2749.03,Rejected
505403,101711,03-10-2021,Auto,1134.25,Rejected
510162,113524,15/12/2025,Health,942.66,Approved
501670,105354,2024-08-31,Health,562.18,Rejected
502320,118307,08/05/2022,Health,835.09,Rejected
509485,106058,2024-07-03,Health,1278.18,Approved
513997,101279,01/05/2025,Home,4054.2,Approved
501952,108331,05/02/2019,Travel,663.47,Rejected
513353,119325,08-09-2025,Health,2497.46,Approved
513825,107287,01/30/2024,Life,17291.75,Rejected
502937,118252,2024-01-26,Auto,715.48,Under Review
512280,114924,17/11/2019,Health,2364.46,Rejected
513250,119715,2019-12-17,Auto,2869.79,Approved
503881,111812,01/12/2026,Health,881.92,Approved
511456,110770,12-12-2019,Life,22761.97,Rejected
510119,110012,03/17/2026,Travel,105.32,Rejected
500484,107808,25-07-2019,Auto,1601.73,Approved
512108,102972,23/01/2023,Health,272.91,Pending
500898,119366,30/03/2019,Travel,-237.32,Pending
501732,103437,2020-02-28,Health,248.32,Under Review
512285,114631,2021-02-09,Auto,549.35,Approved
502613,107748,2019-06-23,Health,252.43,Approved
511621,114456,08/23/2026,Auto,2581.24,Rejected
508443,117545,06/20/2019,Health,499.08,Under Review
514436,103141,2019-08-02,Home,2931.66,Rejected
514469,112144,2022-11-09,Travel,200.04,Rejected
514121,110147,2024-10-07,Auto,3084.13,Approved
502640,107458,04/07/2025,Life,15332.92,Approved
501250,102115,2019-12-07,Auto,573.59,Under Review
514774,119457,23-11-2024,Auto,395.83,Rejected
509375,118371,06-10-2019,Home,2113.93,Rejected
502435,117295,02-07-2020,Home,798.72,Approved
504936,114857,08/27/2023,Home,1935.9,Approved
507580,102750,14/06/2023,Health,516.39,Pending
514650,111411,25-12-2019,Health,759.3,Rejected
514052,117072,02-01-2024,Life,6237.86,Approved
505756,119072,04/05/2023,Auto,1474.34,Approved
513590,101939,30/04/2023,Home,3990.2,Approved
509423,109945,2019-02-25,Auto,1215.11,Approved
502303,120025,13/08/2020,Auto,2539.05,Approved
508596,110940,2025-08-29,Auto,2340.79,Approved
512825,107461,13-12-2019,Travel,164.88,Rejected
506372,106486,2023-07-05,Travel,221.4,Approved
500582,108203,27-09-2023,Life,5887.21,Approved
512508,103644,28-06-2020,Travel,472.29,Approved
507759,120468,10/10/2023,Auto,3273.61,Approved
500718,113806,12/30/2021,Life,5990.86,Approved
503323,118958,30/06/2023,Home,2210.28,Approved
510351,114141,14-03-2019,Auto,1429.9,Approved
500762,108546,14-09-2019,Auto,1028.46,Under Review
514509,113284,13-09-2019,Travel,838.78,Pending
501870,113815,08/22/2024,Auto,972.31,Approved
512541,120010,29-08-2021,Health,491.96,Approved
506050,118276,01/29/2025,Auto,2545.53,Approved
508368,118172,04-07-2026,Auto,3101.53,Approved
507959,114152,27-10-2022,Health,183.02,Approved
500738,103964,08/26/2022,Home,1431.78,Approved
504740,113901,07/12/2022,Travel,125.65,Under Review
507039,112181,01-08-2022,Auto,878.0,Approved
513975,112875,02/10/2022,Auto,714.49,Under Review
514391,101581,22/02/2024,Auto,1701.87,Approved
513230,104875,08/10/2019,Auto,977.72,Approved
512332,100201,17-06-2020,Home,2264.21,Pending
505050,106955,07/15/2025,Travel,218.74,Approved
507642,114415,2025-01-20,Auto,3704.33,Approved
503995,107789,03/27/2026,Auto,6001.97,Rejected
503817,107590,25-10-2022,Health,855.85,Approved
508200,104047,2019-09-14,Auto,2127.71,Pending
500750,103993,17/11/2023,Home,741.66,Rejected
508161,100329,26/02/2026,Travel,445.87,Under Review
511796,120364,09/30/2021,Auto,1080.64,Rejected
514543,120153,12/07/2020,Home,2752.0,Approved
504822,105155,17-01-2023,Auto,1070.16,Approved
501839,118413,06/12/2023,Travel,203.02,Approved
505379,107534,02/03/2023,Auto,2276.79,Approved
503589,109682,02/07/2021,Auto,899.96,Approved
501275,115678,09/02/2025,Auto,2756.86,Rejected
510794,111469,21/09/2025,Home,1574.87,Approved
510087,105288,26-11-2025,Home,2730.8,Pending
504442,105758,04/19/2025,Travel,650.22,Approved
512564,112512,30-08-2020,Home,4193.65,Approved
512883,104650,23-08-2020,Auto,296.57,Pending
508816,109063,08-11-2023,Travel,505.9,Approved
508420,116537,02/15/2020,Health,675.0,Approved
507292,110406,05/29/2021,Health,1793.39,Approved
502264,119209,07/16/2022,Auto,862.08,Under Review
503418,100933,08/08/2025,Travel,238.05,Rejected
501536,110489,2021-07-05,Travel,560.14,Approved
505327,101791,2025-07-09,Home,2381.44,Rejected
506757,114936,2019-02-18,Auto,1223.47,Approved
511595,114407,29/07/2021,Auto,458.8,Approved
501369,108829,12-12-2025,Health,147.19,Approved
500740,105685,15/09/2020,Home,781.17,Approved
512081,100203,14-12-2024,Auto,1375.92,Approved
511461,104654,18-12-2025,Home,9397.79,Under Review
501188,114617,10/04/2024,Health,675.96,Under Review
513413,103713,12-03-2024,Health,801.57,Under Review
510868,106487,12/08/2020,Auto,1576.49,Rejected
501570,114013,13-11-2025,Health,963.85,Approved
511741,106686,21/02/2025,Travel,366.19,Approved
508424,103241,03/02/2019,Home,3635.2,Pending
502527,107662,10-10-2023,Home,2332.49,Approved
502127,101869,12/24/2022,Health,1954.59,Approved
510046,110721,2021-11-10,Home,4664.13,Rejected
502764,102701,12-10-2023,Home,1011.58,Approved
514340,101252,24-05-2019,Health,739.39,Approved
504990,101022,01/12/2025,Auto,1728.89,Pending
505306,108246,23-11-2021,Health,1001.92,Pending
504606,107646,31/12/2024,Auto,,Pending
505996,108489,25-03-2026,Life,7603.95,Pending
506749,107644,08/12/2025,Home,1617.39,Approved
501981,118370,2023-01-31,Auto,1214.48,Approved
509815,105819,02/14/2019,Auto,3718.47,Approved
507436,106182,2026-03-10,Health,370.3,Approved
510586,103779,2022-05-12,Health,472.04,Approved
512005,102690,30/06/2022,Auto,1792.1,Approved
504081,112831,23-09-2025,Life,4881.15,Rejected
502057,119934,2022-07-11,Travel,234.19,Under Review
510476,103140,2022-09-21,Auto,1126.02,Rejected
504667,105267,05/12/2020,Auto,2281.27,Approved
512820,104020,10/18/2019,Home,2071.03,Approved
503975,115692,25-12-2019,Home,1731.49,Approved
514679,111649,2024-06-06,Auto,2248.22,Rejected
514699,118047,08/26/2026,Auto,3425.53,Approved
507520,117725,2023-09-25,Auto,2012.92,Approved
508431,110629,18-10-2025,Home,2087.69,Approved
506461,107076,02-03-2021,Health,1059.49,Rejected
508019,117802,17-01-2020,Home,8830.26,Rejected
509247,109490,28/09/2022,Auto,911.56,Pending
503691,116259,01/27/2021,Travel,305.34,Approved
504902,117952,02/20/2026,Home,3467.46,Approved
501710,100705,02-06-2020,Health,1039.81,Approved
508689,103994,2022-03-11,Life,6477.99,Approved
506264,115227,04/02/2020,Auto,886.53,Rejected
505456,115589,28-06-2019,Auto,814.55,Approved
500562,110265,2025-05-23,Travel,375.78,Approved
510758,102917,2022-10-17,Home,885.0,Approved
510709,116354,2022-08-05,Health,345.29,Approved
500640,115559,12/10/2024,Travel,1457.71,Rejected
501669,100736,2021-03-23,Travel,577.04,Approved
503000,105746,12-04-2023,Travel,184.91,Rejected
507284,108011,01/07/2024,Home,3334.6,Approved
513357,106721,14-06-2023,Home,6694.5,Under Review
507780,108831,03/17/2026,Auto,3086.09,Approved
502407,103882,30/10/2022,Life,10227.39,Approved
514462,104360,10/12/2019,Travel,697.46,Pending
510739,115424,05/03/2021,Home,4287.22,Rejected
507770,113104,18-03-2021,Auto,2148.6,Under Review
504209,118514,13/05/2025,Auto,,Pending
503800,104900,03-05-2020,Health,1827.12,Under Review
514730,119488,15/02/2024,Auto,1896.89,Approved
502910,100608,17-06-2021,Auto,1612.56,Approved
507379,113576,2019-10-23,Home,3726.36,Pending
509922,112518,13/05/2020,Home,1229.22,Approved
512071,102103,06/16/2024,Auto,1656.9,Pending
505847,112443,17-04-2020,Travel,-403.33,Approved
510701,106004,02/21/2025,Travel,231.11,Pending
511691,104887,2019-01-30,Auto,2854.08,Rejected
502928,112628,22/12/2025,Home,5061.28,Approved
503166,108496,2021-03-31,Health,145.87,Approved
506071,114623,15/04/2025,Auto,1420.86,Approved
509740,104598,30-10-2023,Life,5715.47,Under Review
500180,108383,20/05/2024,Home,4852.3,Approved
506369,103804,06-04-2019,Travel,138.51,Pending
505217,119173,19/03/2025,Auto,864.41,Pending
504536,113895,2025-03-29,Home,873.23,Approved
502218,114800,2023-09-15,Health,1066.03,Pending
505608,100749,20/02/2025,Auto,621.95,Approved
501955,115066,22/10/2019,Health,792.7,Approved
501057,111607,2025-07-20,Health,550.46,Rejected
504751,103369,2023-03-09,Auto,1280.17,Approved
507883,103960,15-03-2024,Health,618.67,Pending
507188,112711,03/30/2022,Auto,1761.9,Approved
511537,107910,01/23/2019,Life,11330.5,Rejected
501399,105743,03/07/2024,Health,412.31,Approved
509975,115732,27/03/2022,Home,2946.44,Approved
505549,112353,2024-07-08,Health,1149.64,Under Review
510494,111112,2025-10-17,Auto,871.03,Approved
503978,115031,05/02/2020,Life,,Approved
509156,108524,24-01-2024,Home,2534.69,Under Review
514524,119222,17-04-2024,Auto,3213.2,Approved
502234,114218,2024-09-20,Life,14389.05,Approved
511696,119060,2019-07-21,Health,630.61,Under Review
511345,100371,2020-06-17,Auto,1397.59,Approved
514300,118271,23-06-2025,Auto,1073.37,Approved
501210,108980,11/18/2025,Home,3963.55,Rejected
504513,109929,2023-04-28,Health,444.51,Pending
510409,107127,26-02-2024,Home,1236.83,Under Review
502238,114992,14-07-2020,Auto,784.5,Under Review
506253,116655,08/17/2021,Home,2155.64,Approved
510713,113830,2024-11-06,Auto,1181.9,Approved
502948,105513,24/11/2021,Auto,3497.55,Approved
511736,105454,21-03-2020,Home,1085.13,Approved
508366,113822,31-03-2025,Life,2270.99,Approved
505221,119503,2026-02-05,Travel,436.86,Approved
504139,111670,26/05/2021,Auto,2220.23,Approved
512049,114334,02/15/2023,Health,2985.1,Under Review
513899,104232,11/27/2021,Auto,2323.98,Under Review
512358,111442,28-06-2019,Auto,2001.79,Approved
505025,116477,29-01-2020,Life,10305.02,Pending
509711,115868,07-09-2025,Auto,1377.68,Pending
507413,113804,03-04-2024,Health,178.69,Under Review
501434,100057,05/08/2020,Home,3410.36,Approved
511419,113594,04/23/2026,Life,12342.95,Pending
500092,101747,12/16/2021,Home,3094.04,Approved
511354,111405,26/09/2020,Health,266.42,Approved
512444,111546,17-12-2021,Health,832.08,Approved
503857,101584,17-11-2025,Auto,741.26,Approved
510963,118063,2022-01-12,Auto,1189.76,Rejected
503445,102697,10/28/2019,Life,8422.71,Approved
513278,118052,01-02-2024,Life,9942.78,Pending
508582,112850,03/04/2020,Auto,316.56,Approved
513167,101651,2026-03-12,Health,1788.05,Approved
509965,106997,01/07/2021,Home,2605.9,Approved
514154,119096,2022-04-21,Home,4903.47,Approved
507412,113804,2021-10-15,Health,328.08,Approved
510251,112921,13-09-2022,Health,2112.96,Approved
506572,101018,2025-08-30,Health,1267.48,Pending
506292,111323,26-03-2022,Home,2257.87,Pending
503425,108865,07/12/2020,Auto,1423.1,Approved
509332,113898,03-01-2020,Health,2148.24,Approved
501084,118957,12/29/2025,Home,1556.0,Approved
508727,111785,19-02-2021,Auto,-1742.52,Approved
502777,106231,14-06-2024,Life,5926.88,Under Review
512837,101856,11/03/2022,Home,1152.47,Under Review
500428,105314,08/13/2026,Health,448.72,Approved
507695,106709,03-01-2021,Health,3563.75,Rejected
507474,118103,12/12/2024,Health,658.0,Approved
513498,117347,13/08/2019,Travel,295.73,Approved
512002,105213,12/28/2019,Health,2608.53,Pending
505019,103517,04/20/2021,Health,1771.7,Approved
513784,113481,03-02-2026,Auto,3049.17,Approved
502698,119306,12-11-2025,Auto,1552.29,Under Review
506508,112885,01-02-2019,Home,1858.6,Rejected
510083,118364,27-04-2020,Travel,195.35,Approved
508313,117537,12/08/2024,Auto,1504.2,Pending
500408,113555,2020-02-04,Auto,4782.3,Approved
507496,103773,08-10-2023,Home,-1152.93,Rejected
513258,111483,10-02-2022,Auto,528.09,Approved
501608,119966,2019-01-16,Home,690.09,Under Review
512551,105243,06/14/2026,Auto,-1066.43,Approved
514656,114243,12/11/2023,Travel,337.94,Pending
509466,118164,03/21/2024,Auto,631.74,Pending
507637,106327,2025-06-02,Life,4640.92,Rejected
505312,101886,31/03/2022,Travel,458.88,Approved
512009,104627,2021-03-22,Auto,3020.68,Approved
509191,114303,16/03/2019,Auto,941.07,Approved
508011,107219,2021-07-07,Home,4527.79,Rejected
500426,104219,2020-06-28,Home,5533.79,Rejected
500949,108607,14/02/2021,Auto,1918.63,Under Review
503429,103357,07-10-2024,Auto,4996.71,Under Review
512202,116980,20-11-2019,Auto,3055.39,Rejected
502865,117443,09/10/2019,Health,987.63,Approved
508994,106952,2024-11-16,Home,3216.47,Pending
508936,118467,22/06/2023,Auto,1340.38,Rejected
507197,103030,07/11/2019,Home,2687.82,Pending
501035,106914,24-11-2023,Auto,1083.47,Rejected
506978,119479,01/12/2024,Home,3009.66,Pending
507219,105145,10/16/2024,Travel,368.19,Pending
505886,109389,02/05/2022,Auto,1597.28,Approved
510065,114470,03/19/2026,Home,381.49,Approved
512631,115275,2025-09-10,Home,1895.59,Approved
501691,100041,21-02-2022,Auto,938.05,Approved
503608,102099,30/04/2021,Health,908.87,Rejected
508692,108817,19/04/2019,Home,1037.42,Approved
501421,113111,2020-10-26,Travel,593.71,Rejected
511625,115179,2021-04-15,Home,-2295.37,Approved
514549,106655,27-10-2021,Auto,1808.45,Pending
500819,114881,16/12/2021,Auto,303.87,Rejected
511390,103981,03/29/2021,Home,1429.9,Rejected
512370,102763,26-09-2025,Life,10996.27,Under Review
513958,102969,03/04/2021,Health,750.65,Approved
504329,114947,12-12-2020,Health,1355.55,Rejected
514633,111835,21/07/2020,Travel,132.2,Approved
511876,106992,2020-12-01,Home,2074.85,Approved
509129,115439,19-07-2022,Health,1456.32,Approved
506712,118308,10/23/2022,Auto,2197.51,Rejected
512664,101556,11/23/2024,Auto,1271.62,Approved
500409,113555,09/12/2019,Life,8520.61,Rejected
501285,111917,22/01/2023,Auto,1043.34,Approved
510363,103767,04/15/2020,Home,3156.34,Rejected
503623,114673,16-12-2024,Travel,420.63,Rejected
504125,102299,04-08-2021,Auto,592.6,Approved
505422,101254,2025-11-06,Auto,-1476.35,Under Review
505957,100824,07/25/2024,Home,2346.96,Approved
501091,110206,2019-05-31,Health,1966.39,Pending
513485,107052,28-05-2021,Home,2429.8,Approved
500073,113460,02/03/2024,Health,2991.02,Rejected
507217,103466,2021-12-08,Health,362.63,Under Review
512027,107031,01/25/2024,Travel,419.15,Approved
514135,113429,2023-09-30,Health,381.41,Approved
511189,105599,12/02/2022,Life,20699.46,Approved
506684,109809,09-03-2026,Health,1313.52,Approved
506725,106109,04/30/2022,Health,1281.73,Approved
500291,106812,11/05/2024,Life,10975.62,Under Review
509918,117838,26/03/2019,Home,4136.05,Approved
506562,109564,2025-11-30,Home,1835.4,Approved
512475,103696,2019-01-05,Auto,1603.23,Approved
511379,112451,2023-11-28,Health,628.63,Approved
505711,109375,2026-01-13,Home,3227.69,Approved
502089,104767,26/05/2025,Auto,2520.09,Approved
510199,102603,2022-05-10,Health,634.22,Pending
501801,111836,13/11/2020,Travel,179.99,Rejected
513709,108884,06/06/2025,Health,471.98,Under Review
511791,117678,02-08-2025,Auto,661.24,Approved
501576,104653,2020-11-30,Life,-10187.18,Rejected
501110,101450,19/06/2023,Home,4984.71,Rejected
500318,107215,08-03-2019,Auto,614.32,Approved
509161,106865,02/24/2022,Travel,356.25,Rejected
510891,113743,2022-04-17,Health,815.38,Approved
513549,115552,2025-05-18,Health,2077.1,Approved
511992,107382,06/23/2023,Home,1520.89,Approved
501825,106826,04-04-2023,Auto,758.56,Rejected
503146,112536,24-04-2025,Auto,1734.72,Approved
514566,107343,2022-06-28,Home,3648.48,Rejected
508904,110203,06-07-2026,Auto,1355.13,Approved
503411,101302,15-02-2023,Travel,462.81,Approved
500144,103776,11/03/2025,Auto,5134.53,Under Review
508972,117691,2020-09-27,Life,4836.43,Approved
513963,119904,2019-02-18,Home,2311.02,Approved
507706,112227,30-09-2024,Home,2022.75,Approved
503946,111823,28/10/2023,Auto,3288.05,Rejected
511601,108622,01/19/2023,Health,110.16,Approved
504814,111558,06/15/2024,Auto,2762.19,Pending
506463,110316,2021-07-17,Auto,892.76,Approved
503707,111677,08/31/2021,Auto,642.24,Rejected
504852,103297,27-06-2021,Health,1062.6,Approved
510385,103504,22-04-2025,Auto,737.26,Approved
513325,101638,2022-02-01,Health,966.39,Approved
508237,111990,2020-07-15,Auto,1453.21,Approved
513282,109223,2023-03-16,Life,4887.36,Approved
501830,106024,2026-03-23,Life,11221.12,Approved
513466,117456,20/10/2023,Home,1800.55,Under Review
500085,119564,08/26/2022,Auto,3651.48,Approved
511089,105606,17/02/2023,Health,211.46,Approved
501219,101402,16-05-2024,Auto,1562.92,Approved
505129,105838,08/03/2022,Health,629.71,Under Review
505049,103333,06-05-2023,Auto,595.23,Rejected
513725,107424,2020-05-17,Auto,2171.0,Approved
510515,108683,2023-04-06,Auto,7576.74,Rejected
510031,117701,2024-08-31,Travel,447.02,Approved
505767,117936,2025-08-03,Home,2777.65,Rejected
504192,107552,16-08-2022,Auto,732.69,Under Review
506576,113172,07/07/2026,Travel,419.38,Approved
509038,101176,26-04-2023,Auto,1207.02,Pending
508786,108296,27-03-2022,Auto,2577.24,Approved
500594,116229,2025-09-08,Life,10023.82,Under Review
507784,113228,08/16/2023,Home,2198.86,Approved
503514,115006,28-08-2023,Travel,561.76,Approved
507750,116812,2024-12-05,Home,1835.41,Approved
503495,114810,06-05-2021,Life,9193.27,Approved
505547,118770,07/24/2020,Auto,6381.62,Approved
508608,111317,2022-11-28,Life,-13164.98,Under Review
514500,119223,2020-03-05,Auto,648.07,Pending
514019,118922,2026-03-17,Home,2617.85,Approved
507438,114358,06/03/2026,Health,1571.63,Rejected
500061,114585,24/04/2026,Home,1293.23,Approved
505702,120234,15-03-2025,Travel,342.51,Approved
512718,100276,2025-05-17,Health,728.64,Approved
514777,114541,09/03/2025,Health,2826.47,Rejected
510655,109112,12/19/2021,Health,271.78,Pending
507749,105563,2019-12-03,Auto,984.48,Approved
503616,110583,19/11/2019,Auto,1812.63,Rejected
511897,117314,24-08-2024,Health,3112.68,Approved
511826,118163,03/18/2025,Life,16769.61,Approved
512345,110808,2023-10-22,Home,1312.57,Approved
510768,118700,2022-09-01,Auto,2426.6,Rejected
504848,107921,09/18/2020,Health,2717.42,Under Review
514749,118446,11/02/2023,Travel,337.71,Approved
504772,118627,04/17/2019,Travel,-636.15,Under Review
508284,112978,03/07/2024,Life,6662.7,Pending
514528,108311,01-04-2025,Home,3219.74,Pending
511373,114629,04-11-2023,Auto,4296.41,Approved
506205,114064,09-09-2024,Travel,631.73,Approved
512668,120465,04/10/2019,Home,2985.54,Under Review
500958,117864,09-01-2025,Home,1039.6,Approved
500472,114092,2024-07-30,Life,12595.58,Approved
505371,114984,24-03-2019,Travel,1598.44,Rejected
