customer_id,age,gender,region,employment_type,education_level,marital_status,credit_score,signup_date
102794,56.0, Female,London,Employed,Vocational,Married,788.0,02/01/2018
105665,45.0,FEMALE,East Midlands,Self-Employed,Undergraduate,Married,680.0,28-07-2024
110927,40.0,male,London,Employed,High School,Single,766.0,24/01/2018
107428,38.0,male,West Midlands,Self-Employed,High School,Divorced,641.0,30/01/2021
111368,32.0,F,West Midlands,Self-Employed,High School,Married,766.0,2023-11-03
117964,54.0, Female,North West,Unemployed,Postgraduate,Married,523.0,2025-04-23
112893,63.0, Male,South East,Employed,High School,Married,733.0,12/18/2019
111504,46.0,F,Scotland,Self-Employed,Undergraduate,Single,632.0,01/17/2019
102684,34.0, Male,Yorkshire and the Humber,Employed,Vocational,Single,793.0,01/14/2020
104003,42.0,Male,South East,Unemployed,Undergraduate,Married,784.0,2025-01-09
103707,70.0,FEMALE,South West,Student,High School,Single,491.0,19/02/2019
114421,39.0,Female,East of England,Employed,Undergraduate,Single,692.0,2023-09-29
101383,40.0, Male,East of England,Retired,Vocational,Divorced,690.0,30-09-2023
105305,38.0,FEMALE,South West,Employed,Undergraduate,Single,750.0,13-02-2026
108331,44.0,Female,Wales,Employed,Undergraduate,Divorced,743.0,2018-06-11
119981,41.0, Male,North East,Retired,Vocational,Divorced,645.0,11/17/2022
102748,, Female,,,Undergraduate,,591.0,04/13/2023
115066,65.0,female,London,Self-Employed,None,Married,786.0,2019-10-14
111750,41.0,female,East Midlands,Self-Employed,Vocational,Single,553.0,2021-03-02
102635,57.0,female,East Midlands,Unemployed,High School,Married,850.0,15/09/2020
104069,19.0,M,East Midlands,Employed,Undergraduate,Married,681.0,06/05/2018
108888,,FEMALE,,,Postgraduate,,634.0,09/25/2019
106241,29.0,MALE,North West,Student,Undergraduate,Widowed,745.0,18-08-2018
100169,46.0, Female,East Midlands,Employed,Undergraduate,Single,599.0,2022-10-25
113152,41.0,Male,South West,Self-Employed,Undergraduate,Married,723.0,04/10/2022
112160,26.0,male,Scotland,Employed,High School,Single,715.0,03/08/2018
115302,40.0,M,Wales,Self-Employed,Undergraduate,Married,780.0,11/03/2021
114438,43.0,Male,West Midlands,Retired,High School,Single,570.0,08/26/2023
115897,18.0, Female,East of England,Employed,Undergraduate,Married,686.0,19-01-2025
103011,,M,,,Vocational,,625.0,2023-09-28
103710,35.0,male,West Midlands,Employed,High School,Widowed,649.0,2024-11-26
111585,57.0,MALE,East Midlands,Employed,Postgraduate,Single,-722.0,06/16/2026
116733,58.0,Female,Yorkshire and the Humber,Self-Employed,Undergraduate,Married,560.0,19/01/2025
100553,48.0,Female,Yorkshire and the Humber,Employed,Postgraduate,Married,-555.0,02/02/2025
113384,24.0,male,London,Retired,High School,Married,742.0,27/03/2020
106885,44.0,Female,East Midlands,Unemployed,High School,Married,471.0,12-09-2019
110579,35.0,MALE,Wales,Employed,Undergraduate,Married,631.0,24/10/2023
109698,49.0,MALE,West Midlands,Employed,High School,Married,627.0,02/09/2024
103265,48.0,female,East of England,Employed,High School,Married,691.0,2026-02-16
100137,28.0,male,South West,Unemployed,Postgraduate,Married,691.0,04/08/2018
118370,49.0, Male,North East,Self-Employed,Postgraduate,Single,646.0,14/06/2024
114604,59.0,Female,North West,Student,High School,Married,711.0,07/09/2021
106715,32.0,MALE,North East,Employed,Postgraduate,Married,743.0,18/02/2022
105211,41.0,F,Scotland,Self-Employed,Undergraduate,Single,648.0,01/07/2025
119220,18.0,MALE,Yorkshire and the Humber,Employed,Vocational,Single,756.0,2022-04-29
110628,41.0,Male,London,Self-Employed,Postgraduate,Single,690.0,14/09/2023
110584,56.0,M,London,Employed,Undergraduate,Single,1437.0,30-01-2025
105466,25.0,M,London,Employed,High School,Widowed,659.0,17/07/2018
115971,60.0, Female,South East,Employed,Undergraduate,Married,607.0,02/20/2024
117886,48.0,F,North West,Employed,High School,Married,663.0,2019-04-15
104028,42.0, Female,North East,Employed,Vocational,Married,624.0,27-10-2020
111265,20.0, Female,South East,Retired,Undergraduate,Married,773.0,15/09/2024
104574,34.0,M,London,Student,Postgraduate,Married,687.0,24/12/2021
116759,,Male,,,Undergraduate,,566.0,10/13/2022
110919,,M,,,Vocational,,748.0,11/18/2019
113993,44.0, Male,London,Employed,Postgraduate,Married,701.0,21-07-2026
111286,38.0,FEMALE,South East,Retired,Undergraduate,Married,675.0,10/03/2020
115224,35.0,FEMALE,North East,Self-Employed,High School,Married,558.0,20/05/2021
113115,55.0,male,South West,Retired,Postgraduate,Married,744.0,2024-08-17
107858,51.0,male,Scotland,Employed,High School,Divorced,571.0,22/01/2022
116429,34.0,male,London,Employed,Vocational,Single,511.0,10/27/2023
111418,49.0,F,London,Employed,Undergraduate,Married,797.0,14-07-2019
109592,32.0,Male,South East,Employed,High School,Married,732.0,07/16/2023
101397,40.0,M,South East,Self-Employed,Postgraduate,Married,573.0,06-03-2018
115002,54.0, Male,Scotland,Employed,Vocational,Married,712.0,2018-05-22
120337,50.0, Female,Scotland,Employed,High School,Widowed,753.0,22/10/2018
108966,52.0,Female,Yorkshire and the Humber,Employed,High School,Married,651.0,05/01/2026
107850,45.0,female,South East,Retired,Undergraduate,Single,687.0,04/05/2023
115423,31.0,female,Yorkshire and the Humber,Employed,Undergraduate,Married,707.0,06/17/2022
114458,48.0, Female,Scotland,Student,Postgraduate,Married,619.0,06/25/2023
105514,45.0,female,South West,Self-Employed,Undergraduate,Married,672.0,2018-11-16
110031,31.0, Female,South West,Self-Employed,Vocational,Married,700.0,2024-01-30
119404,25.0,male,Wales,Self-Employed,None,Married,619.0,14/06/2024
110597,48.0,male,London,Employed,High School,Single,521.0,2023-04-26
102512,70.0,Male,Scotland,Employed,Undergraduate,Married,,16/02/2018
118251,31.0,FEMALE,South West,Student,Undergraduate,Single,758.0,27-04-2025
106653,34.0,F,London,Employed,Undergraduate,Married,502.0,04/05/2026
104848,42.0,F,South East,Student,None,Married,705.0,2023-04-04
107665,33.0, Female,North East,Retired,Postgraduate,Married,577.0,06-11-2022
106879,50.0,Other,North East,Employed,Undergraduate,Married,0.0,15-08-2024
114187,33.0,female,London,Employed,Vocational,Married,643.0,04/02/2022
118930,34.0,female,Yorkshire and the Humber,Employed,High School,Single,545.0,03/11/2020
105128,49.0,FEMALE,South West,Employed,High School,Married,626.0,29-03-2021
117326,32.0,FEMALE,Northern Ireland,Employed,Vocational,Widowed,715.0,01/04/2019
102495,18.0,MALE,East Midlands,Employed,Undergraduate,Married,711.0,29/04/2026
110764,60.0,M,South West,Employed,Undergraduate,Single,719.0,13/09/2023
119395,37.0,FEMALE,London,Retired,High School,Married,640.0,2021-07-13
119463,32.0, Female,West Midlands,Student,High School,Married,620.0,02/03/2026
115602,41.0,FEMALE,East Midlands,Employed,High School,Divorced,,11/24/2024
107068,46.0,MALE,North West,Employed,High School,Divorced,572.0,31-12-2019
102085,20.0,female,Yorkshire and the Humber,Retired,Postgraduate,Married,635.0,30/10/2021
112740,41.0,M,East of England,Employed,Undergraduate,Single,645.0,09/05/2020
117180,30.0,Male,Yorkshire and the Humber,Self-Employed,Postgraduate,Married,646.0,01/02/2022
107735,48.0,female,West Midlands,Employed,Postgraduate,Married,559.0,14-03-2026
113738,53.0,Female,South East,Employed,Undergraduate,Married,562.0,21/04/2022
117603,42.0, Male,London,Employed,Undergraduate,Married,687.0,04/05/2018
111655,37.0,Female,Scotland,Unemployed,Undergraduate,Divorced,721.0,2019-06-21
103922,61.0,Male,South East,Student,Postgraduate,Single,781.0,26-09-2023
106328,58.0,female,South East,Employed,High School,Divorced,708.0,2025-02-27
104097,42.0, Female,North West,Employed,Undergraduate,Married,739.0,05-02-2021
119653,21.0,female,South East,Employed,Undergraduate,Single,547.0,01-02-2020
112692,48.0,Male,West Midlands,Employed,Undergraduate,Married,565.0,11-01-2025
116689,45.0,MALE,North West,Employed,Undergraduate,Single,596.0,19/05/2019
109289,58.0,M,West Midlands,Employed,Postgraduate,Married,634.0,2018-01-09
109384,27.0,FEMALE,North West,Employed,High School,Single,674.0,2018-08-15
114972,47.0,Female,South East,Employed,Postgraduate,Single,589.0,23/05/2025
105714,39.0,Male,London,Employed,Vocational,Divorced,700.0,26-11-2021
114661,63.0, Male,London,Employed,Undergraduate,Married,539.0,06-04-2021
110497,31.0,MALE,North East,Student,Undergraduate,Divorced,610.0,02/11/2022
118937,38.0, Male,London,Employed,High School,Married,711.0,09-04-2018
109770,32.0,F,West Midlands,Retired,Undergraduate,Married,799.0,27-03-2024
117538,28.0,MALE,North West,Employed,Vocational,Married,495.0,06/10/2024
109786,45.0,Female,South East,Self-Employed,Vocational,Married,691.0,2025-10-30
118742,49.0,male,Scotland,Employed,Vocational,Single,636.0,06/17/2024
117219,38.0,FEMALE,London,Retired,Undergraduate,Married,656.0,06/04/2024
100714,38.0,female,East Midlands,Employed,Undergraduate,Married,625.0,05-08-2018
102678,19.0,MALE,North West,Self-Employed,High School,Single,568.0,05/02/2020
113298,43.0,MALE,South East,Employed,Undergraduate,Single,556.0,05/25/2023
105005,52.0,Female,North West,Retired,Vocational,Single,726.0,02/04/2019
113591,30.0,F,London,Employed,Undergraduate,Single,504.0,20/04/2019
115339,37.0,MALE,South East,Employed,High School,Single,0.0,15-11-2022
113218,50.0,MALE,North East,Employed,None,Divorced,632.0,09/04/2021
103721,42.0,Female,East of England,Employed,Undergraduate,Single,720.0,2019-12-30
112659,48.0,female,London,Employed,Undergraduate,Single,654.0,30/07/2020
119607,49.0,Male,Scotland,Employed,Vocational,Single,761.0,12/06/2025
100006,44.0,M,South East,Employed,Vocational,Married,477.0,02/12/2019
103503,61.0, Male,West Midlands,Employed,High School,Widowed,771.0,26-04-2021
108862,41.0,Male,West Midlands,Employed,None,Married,802.0,02/26/2023
120306,28.0, Female,West Midlands,Employed,Vocational,Widowed,649.0,11-07-2018
107724,,F,,,Undergraduate,,748.0,2019-10-05
112023,18.0,male,South East,Employed,High School,Married,693.0,05/06/2024
105654,,MALE,,,Vocational,,548.0,30-09-2024
117620,48.0,M,South West,Employed,High School,Married,586.0,24/07/2026
114836,36.0,male,London,Retired,High School,Divorced,717.0,12/10/2022
107687,18.0, Male,South East,Employed,Vocational,Married,682.0,2019-07-30
113577,50.0,MALE,North West,Employed,Undergraduate,Single,522.0,11/12/2019
116276,41.0, Female,East of England,Retired,None,Married,655.0,06/10/2021
108730,31.0,FEMALE,West Midlands,Employed,Vocational,Married,597.0,21/06/2022
111222,68.0, Male,London,Self-Employed,Vocational,Single,604.0,11/11/2022
111743,63.0,Male,West Midlands,Employed,Postgraduate,Married,696.0,2022-01-15
119934,42.0,MALE,London,Employed,Undergraduate,Married,675.0,04/18/2024
106145,34.0,Male,Scotland,Student,Postgraduate,Single,532.0,16/02/2024
104936,36.0,FEMALE,East of England,Employed,High School,Single,775.0,2020-04-30
106271,36.0,M,London,Employed,Postgraduate,Single,626.0,01-02-2020
119408,55.0,Female,North West,Self-Employed,None,Single,640.0,05-06-2020
115841,40.0,female,East of England,Employed,Vocational,Widowed,,28/05/2022
119555,63.0,MALE,London,Self-Employed,Undergraduate,Married,0.0,08-07-2020
115371,51.0,male,London,Student,Postgraduate,Married,615.0,20/08/2023
101023,41.0,M,Northern Ireland,Retired,Undergraduate,Married,649.0,07/28/2018
117467,24.0, Female,South East,Employed,High School,Married,682.0,2020-04-09
116579,32.0, Male,South East,Retired,Postgraduate,Single,619.0,09-12-2023
120190,37.0,F,North West,Employed,High School,Single,583.0,26/06/2023
114558,63.0,Female,South West,Self-Employed,Undergraduate,Married,542.0,28-12-2020
103115,44.0,MALE,London,Employed,Undergraduate,Single,617.0,12/19/2022
112833,36.0, Male,South East,Employed,Undergraduate,Married,644.0,09/04/2020
116872,28.0,female,London,Self-Employed,Vocational,Married,762.0,22-03-2021
115760,,Male,,,High School,,718.0,29/08/2018
103002,38.0,F,South East,Retired,High School,Married,725.0,2024-09-13
103230,36.0,male,North West,Employed,Vocational,Married,535.0,06/01/2018
107794,26.0,MALE,London,Employed,Vocational,Married,517.0,05/28/2018
119313,55.0, Male,South East,Retired,High School,Divorced,500.0,09/07/2025
106068,40.0,F,West Midlands,Employed,High School,Single,656.0,09-10-2020
103455,18.0,O,South West,Employed,Undergraduate,Single,770.0,2018-12-20
105034,43.0,O,London,Self-Employed,High School,Divorced,618.0,2026-08-14
117971,52.0,F,South West,Self-Employed,Postgraduate,Divorced,1642.0,01/09/2024
117062,37.0,female,South East,Retired,High School,Single,787.0,2019-07-02
104411,44.0,MALE,Yorkshire and the Humber,Employed,Postgraduate,Married,591.0,2021-07-19
112340,33.0,female,South East,Retired,Vocational,Single,631.0,2023-06-16
117422,46.0,MALE,North West,Employed,Vocational,Single,737.0,10/08/2025
120097,54.0,MALE,West Midlands,Employed,High School,Divorced,736.0,27-01-2023
119862,48.0,FEMALE,London,Self-Employed,Undergraduate,Married,682.0,30/07/2025
118542,45.0,Female,South East,Employed,Vocational,Single,585.0,2019-05-15
112398,40.0,Female,East of England,Retired,Undergraduate,Married,705.0,2023-10-11
102111,40.0, Male,South West,Employed,Undergraduate,Single,756.0,04/11/2020
107180,47.0,Female,West Midlands,Employed,High School,Single,669.0,2020-12-01
112739,27.0,M,South East,Retired,High School,Single,-648.0,09-06-2021
117194,34.0,female,East Midlands,Self-Employed,High School,Married,696.0,05/29/2022
116415,34.0,female,South East,Self-Employed,None,Single,609.0,03/12/2019
116214,35.0, Female,Scotland,Unemployed,High School,Divorced,622.0,2019-05-24
115127,28.0,male,London,Self-Employed,Undergraduate,Married,649.0,2025-07-11
107517,28.0,Male,South West,Self-Employed,High School,Married,759.0,27-05-2026
118414,46.0, Female,South East,Employed,Postgraduate,Divorced,676.0,2022-09-04
119513,30.0, Male,South East,Employed,Vocational,Divorced,675.0,22-12-2025
107290,40.0,Female,West Midlands,Employed,Vocational,Married,350.0,2018-08-18
100558,72.0, Male,South East,Retired,High School,Married,644.0,27/11/2021
118618,58.0, Female,London,Employed,High School,Married,475.0,27-02-2026
114280,44.0,Female,Wales,Employed,Postgraduate,Single,543.0,08/02/2020
106237,45.0,FEMALE,South East,Student,Vocational,Divorced,773.0,2018-07-26
104767,51.0,F,South East,Employed,Vocational,Married,607.0,2019-01-29
104678,49.0,Male,South East,Employed,None,Divorced,717.0,08/05/2022
119192,24.0, Female,Scotland,Retired,Postgraduate,Single,581.0,2021-08-05
102727,53.0,Male,North West,Employed,Undergraduate,Single,775.0,24-01-2021
109758,48.0,F,South West,Self-Employed,Vocational,Married,564.0,07/30/2025
104013,26.0,M,South East,Retired,Undergraduate,Married,655.0,2020-03-19
104528,38.0, Female,South East,Retired,High School,Married,639.0,01/22/2026
105458,40.0,M,South East,Employed,Postgraduate,Married,602.0,10/08/2019
117735,,M,,,Postgraduate,,592.0,12/01/2023
111852,49.0,female,London,Employed,Undergraduate,Married,587.0,03/02/2021
119137,51.0,female,East of England,Self-Employed,Vocational,Divorced,529.0,11/02/2021
108623,30.0,MALE,South West,Self-Employed,Undergraduate,Married,643.0,22-12-2020
118240,49.0,MALE,South East,Self-Employed,Undergraduate,Single,612.0,13-06-2021
107801,68.0,female,South East,Employed,High School,Married,779.0,25/10/2022
113559,18.0,female,East Midlands,Employed,Postgraduate,Married,586.0,21-05-2019
114219,42.0,Female,London,Employed,Undergraduate,Single,684.0,11/03/2020
106925,29.0,FEMALE,Northern Ireland,Self-Employed,Vocational,Widowed,631.0,06/01/2022
109406,30.0, Female,South West,Unemployed,Undergraduate,Married,612.0,01/03/2020
103912,53.0,M,London,Retired,High School,Married,754.0,14/02/2020
114912,27.0,MALE,East of England,Unemployed,None,Single,484.0,13-11-2021
110933,, Male,,,Undergraduate,,627.0,2023-10-10
112627,, Male,,,None,,741.0,2020-08-15
120208,43.0,Male,Yorkshire and the Humber,Self-Employed,High School,Widowed,666.0,05/16/2021
101470,53.0,FEMALE,London,Student,Undergraduate,Single,608.0,09/03/2025
120433,69.0,MALE,Wales,Self-Employed,High School,Widowed,698.0,04/03/2019
108969,54.0, Female,London,Retired,Postgraduate,Divorced,682.0,2021-01-02
103528,37.0, Male,West Midlands,Self-Employed,Undergraduate,Married,647.0,25/08/2018
110660,44.0,female,South East,Employed,Vocational,Single,665.0,01/09/2023
118470,18.0,FEMALE,West Midlands,Employed,Postgraduate,Single,573.0,05/16/2024
110522,25.0,Female,North West,Employed,Postgraduate,Single,711.0,16/06/2021
117536,18.0,male,North East,Employed,High School,Married,608.0,07/19/2025
103886,37.0,M,East of England,Employed,High School,Single,689.0,10/04/2024
104989,27.0,Female,Yorkshire and the Humber,Unemployed,Postgraduate,Married,491.0,04/29/2026
111198,35.0,male,North West,Employed,High School,Married,747.0,12-03-2023
116638,,FEMALE,,,Undergraduate,,758.0,03/03/2019
102988,62.0,male,Scotland,Employed,Undergraduate,Married,706.0,12/03/2018
115513,28.0,male,London,Self-Employed,Undergraduate,Married,512.0,2020-09-17
117475,28.0,male,Yorkshire and the Humber,Student,Undergraduate,Widowed,673.0,03-09-2023
120017,31.0,Female,Scotland,Employed,Vocational,Single,586.0,2023-03-01
108913,33.0,female,South East,Retired,High School,Widowed,715.0,21/12/2023
104973,18.0, Female,Yorkshire and the Humber,Retired,High School,Widowed,594.0,2019-11-19
109857,52.0, Female,London,Self-Employed,High School,Single,,2021-10-09
111160,18.0, Female,London,Employed,Vocational,Married,766.0,01-02-2023
102252,38.0,Female,North East,Self-Employed,High School,Married,-684.0,2026-05-08
107348,44.0, Female,East of England,Employed,Vocational,Single,580.0,09-01-2021
107672,35.0, Female,Wales,Retired,Undergraduate,Married,716.0,2019-10-29
101869,36.0, Female,East Midlands,Retired,Vocational,Married,528.0,05/19/2024
109245,21.0,MALE,North East,Employed,Postgraduate,Divorced,649.0,14/08/2018
113432,41.0,Male,South West,Employed,Undergraduate,Divorced,767.0,2021-08-25
111143,31.0,male,North West,Employed,High School,Divorced,672.0,2023-05-20
113845,47.0,female,East of England,Employed,Postgraduate,Divorced,572.0,03/29/2018
111464,33.0,male,North East,Employed,Undergraduate,Married,695.0,2025-01-18
108878,43.0,male,Yorkshire and the Humber,Employed,Undergraduate,Single,649.0,2021-01-20
120291,54.0,F,London,Retired,Vocational,Single,683.0,03-04-2020
106119,54.0,M,South East,Self-Employed,High School,Divorced,614.0,11/03/2019
119150,43.0,F,South East,Employed,Undergraduate,Married,587.0,19/08/2020
114869,34.0,FEMALE,North East,Employed,Undergraduate,Married,676.0,24/12/2023
119213,45.0,male,South East,Employed,High School,Divorced,572.0,30-03-2018
101199,43.0,Female,London,Employed,Undergraduate,Single,656.0,27-09-2020
117271,29.0, Female,London,Employed,Undergraduate,Single,786.0,03/30/2018
110470,46.0,Male,London,Employed,High School,Single,706.0,07/06/2021
101277,29.0,Male,London,Employed,Postgraduate,Married,698.0,22-08-2024
119369,43.0, Male,East Midlands,Self-Employed,High School,Single,646.0,10/11/2024
119974,58.0,F,North West,Employed,High School,Married,768.0,2022-11-10
119088,38.0,F,South West,Employed,Postgraduate,Married,703.0,2022-06-26
100715,44.0,M,London,Employed,Postgraduate,Single,723.0,16/01/2025
101670,50.0,FEMALE,South West,Employed,Undergraduate,Married,628.0,14/05/2020
107201,52.0,MALE,West Midlands,Employed,None,Single,716.0,31/03/2023
116434,36.0, Male,Wales,Employed,Undergraduate,Divorced,585.0,10/20/2024
112506,50.0, Female,Scotland,Employed,Postgraduate,Single,553.0,2019-12-09
108054,33.0, Male,London,Retired,Vocational,Married,651.0,07/07/2026
100361,23.0,Male,London,Self-Employed,Vocational,Single,716.0,2022-10-18
109868,71.0,F,London,Employed,High School,Single,728.0,20/04/2020
104160,18.0, Female,South West,Employed,None,Married,530.0,01-03-2026
106871,31.0,male,South West,Student,Undergraduate,Married,538.0,12-12-2024
110440,39.0,female,London,Retired,Postgraduate,Divorced,695.0,10/07/2021
116340,36.0, Female,East Midlands,Retired,Postgraduate,Single,652.0,12/20/2020
119070,27.0,female,North East,Self-Employed,Postgraduate,Married,688.0,10/18/2018
107051,54.0, Male,London,Employed,Postgraduate,Married,611.0,2019-05-23
119825,59.0,FEMALE,London,Self-Employed,Postgraduate,Married,756.0,03/12/2024
103246,53.0,male,East Midlands,Retired,High School,Single,709.0,2022-05-15
115982,53.0,FEMALE,Scotland,Employed,High School,Married,605.0,2024-12-26
117358,34.0,female,West Midlands,Unemployed,Postgraduate,Single,661.0,21/12/2019
103024,,FEMALE,,,Postgraduate,,572.0,06/04/2022
113373,25.0,F,South East,Self-Employed,Vocational,Married,692.0,22/07/2024
110807,36.0,female,West Midlands,Retired,Postgraduate,Married,586.0,24-03-2021
120358,32.0,MALE,London,Employed,Postgraduate,Married,0.0,2025-02-14
107453,47.0, Male,South East,Self-Employed,Postgraduate,Married,721.0,2023-04-23
107695,32.0, Female,Yorkshire and the Humber,Retired,High School,Married,708.0,14-06-2026
108229,41.0,Female,London,Unemployed,Undergraduate,Married,794.0,05-12-2020
101157,49.0,M,London,Employed,Undergraduate,Single,687.0,2019-05-21
106407,48.0,M,West Midlands,Employed,None,Married,594.0,2022-11-08
113021,56.0,Female,North West,Unemployed,Vocational,Single,850.0,2023-03-30
106497,57.0,female,London,Employed,Postgraduate,Married,601.0,11/05/2024
118121,18.0,F,South East,Self-Employed,None,Married,681.0,08/21/2021
119512,71.0,Female,Scotland,Employed,None,Single,595.0,2018-06-15
117418,30.0,F,North West,Retired,Vocational,Married,696.0,2020-08-09
100460,54.0,FEMALE,South West,Self-Employed,Vocational,Married,557.0,01/20/2024
106114,53.0,MALE,Wales,Employed,Vocational,Single,584.0,07/11/2025
107660,49.0,FEMALE,South West,Retired,High School,Married,681.0,30/03/2021
107120,34.0,MALE,East Midlands,Retired,High School,Single,633.0,07-12-2019
109058,18.0,FEMALE,London,Unemployed,High School,Married,689.0,2021-06-06
105853,31.0,Female,London,Employed,Undergraduate,Single,706.0,24/07/2019
100291,49.0,MALE,London,Unemployed,Undergraduate,Single,850.0,11/20/2019
112026,41.0,MALE,Scotland,Unemployed,High School,Divorced,695.0,20/04/2018
117128,35.0,female,North East,Retired,Undergraduate,Married,530.0,05-03-2023
110381,54.0,male,Northern Ireland,Employed,Vocational,Married,676.0,11/11/2020
115150,39.0,M,West Midlands,Employed,Postgraduate,Single,648.0,06/19/2020
116556,36.0, Male,London,Employed,Undergraduate,Divorced,747.0,25/01/2023
106186,47.0,Female,London,Employed,Undergraduate,Single,564.0,16/10/2021
120149,53.0,M,East of England,Student,Undergraduate,Married,691.0,2020-01-13
115067,44.0,F,East of England,Student,Postgraduate,Single,720.0,02/15/2020
116000,50.0,MALE,Wales,Self-Employed,Postgraduate,Divorced,1404.0,05/03/2021
119575,42.0,FEMALE,North East,Retired,High School,Divorced,421.0,06/06/2021
104034,41.0, Male,South East,Self-Employed,Undergraduate,Married,617.0,21/11/2021
114816,25.0,female,Scotland,Self-Employed,Undergraduate,Single,657.0,17-09-2018
119332,18.0,M,London,Employed,Postgraduate,Married,499.0,13/10/2025
110786,24.0,MALE,Yorkshire and the Humber,Employed,Undergraduate,Married,673.0,06/12/2022
117130,26.0, Male,East of England,Unemployed,High School,Single,517.0,2022-02-06
117588,53.0,F,West Midlands,Self-Employed,None,Married,508.0,18/02/2020
107809,73.0,Male,West Midlands,Retired,High School,Single,617.0,09/04/2021
109367,27.0,Male,North West,Retired,High School,Married,586.0,11/16/2018
113626,52.0,F,East of England,Employed,Vocational,Married,483.0,06/04/2021
103778,58.0,Male,West Midlands,Student,Undergraduate,Single,648.0,03/18/2020
103704,18.0, Male,Scotland,Employed,High School,Married,756.0,15-11-2022
108470,38.0,male,Yorkshire and the Humber,Employed,High School,Single,636.0,04/25/2025
103529,66.0,MALE,Yorkshire and the Humber,Self-Employed,Vocational,Married,711.0,27/10/2024
118299,45.0,M,Yorkshire and the Humber,Self-Employed,None,Single,-549.0,2021-07-18
100900,65.0,MALE,Northern Ireland,Student,Postgraduate,Married,644.0,04-02-2018
102279,34.0,male,London,Employed,None,Single,708.0,04/04/2024
111026,58.0,F,London,Employed,Undergraduate,Single,633.0,2022-07-04
115190,42.0,MALE,East of England,Self-Employed,Vocational,Divorced,690.0,04/25/2022
112116,43.0,FEMALE,London,Employed,Undergraduate,Married,598.0,10/26/2020
105817,53.0,F,London,Unemployed,Undergraduate,Single,666.0,18-09-2020
104730,45.0,Male,South West,Self-Employed,None,Single,646.0,08/07/2018
100259,42.0,Male,North West,Employed,Undergraduate,Married,717.0,2021-07-12
110236,28.0, Female,East Midlands,Employed,Postgraduate,Married,554.0,04/02/2022
117753,40.0,Male,Wales,Employed,Vocational,Married,383.0,21/09/2020
120184,51.0,Male,South East,Employed,High School,Widowed,543.0,24-07-2023
101647,25.0,F,Yorkshire and the Humber,Student,High School,Married,553.0,28-04-2026
111188,25.0,male,South West,Retired,Undergraduate,Married,588.0,02/12/2018
102910,41.0, Male,North East,Student,Undergraduate,Married,674.0,2023-12-30
110311,25.0,M,North West,Self-Employed,Vocational,Married,1471.0,08/10/2020
100230,66.0, Female,Yorkshire and the Humber,Employed,Undergraduate,Married,,09-03-2023
102981,41.0,Female,South East,Employed,Undergraduate,Married,526.0,20/04/2022
109295,69.0,MALE,North East,Employed,Postgraduate,Single,478.0,2020-01-11
114644,34.0,female,London,Retired,Postgraduate,Single,617.0,29-04-2024
104821,44.0,male,London,Employed,High School,Divorced,655.0,06-09-2019
114766,49.0,M,Wales,Employed,High School,Married,530.0,2019-11-16
107934,41.0, Male,London,Employed,High School,Married,697.0,2018-05-21
107551,52.0,F,East of England,Retired,Postgraduate,Married,513.0,2026-03-16
111658,44.0,male,South East,Employed,High School,Married,619.0,31/01/2022
117463,59.0,female,South East,Retired,Vocational,Single,538.0,20-12-2020
118233,53.0,male,Yorkshire and the Humber,Retired,Postgraduate,Single,572.0,06/27/2022
116908,36.0,Male,West Midlands,Retired,Undergraduate,Married,729.0,25-10-2023
110774,49.0,M,East of England,Employed,High School,Married,505.0,2018-12-09
119401,19.0, Female,London,Employed,Vocational,Married,683.0,05-04-2022
109722,34.0,female,Wales,Employed,Undergraduate,Divorced,710.0,26/04/2023
104205,39.0,male,Scotland,Employed,Vocational,Married,740.0,20-11-2021
109614,50.0,F,Wales,Employed,Vocational,Married,599.0,15-02-2023
110008,23.0, Female,Scotland,Self-Employed,High School,Single,1413.0,13-02-2022
105662,46.0,FEMALE,East of England,Employed,Undergraduate,Married,732.0,12/25/2022
103171,39.0, Female,London,Employed,High School,Single,1535.0,2025-12-12
118022,69.0,M,East Midlands,Student,Undergraduate,Married,710.0,27/06/2020
120103,45.0,Female,Northern Ireland,Retired,Vocational,Married,,05/04/2022
109545,22.0,FEMALE,East Midlands,Employed,Vocational,Married,606.0,29/04/2024
110445,,Male,,,High School,,622.0,2020-11-07
110356,31.0,FEMALE,North West,Retired,High School,Single,700.0,11-12-2023
120279,18.0,M,North East,Employed,High School,Married,666.0,08-04-2025
108922,18.0,Male,London,Employed,Postgraduate,Married,728.0,2023-09-02
113454,40.0,MALE,London,Self-Employed,High School,Married,710.0,30-05-2018
109535,26.0,Male,London,Retired,High School,Married,683.0,22/06/2020
102626,34.0, Female,South West,Self-Employed,High School,Divorced,516.0,06/06/2025
110434,51.0,Female,East Midlands,Employed,High School,Single,626.0,2024-11-18
113781,37.0, Female,Yorkshire and the Humber,Self-Employed,Undergraduate,Single,625.0,27-08-2021
119024,48.0,F,South West,Employed,Undergraduate,Divorced,639.0,2020-07-02
114800,31.0,male,East Midlands,Employed,High School,Married,759.0,20/01/2018
106717,24.0,MALE,West Midlands,Retired,Undergraduate,Married,755.0,06/07/2024
119018,45.0,Female,London,Employed,Undergraduate,Single,634.0,26-03-2023
110221,49.0,MALE,London,Employed,None,Married,526.0,12-07-2019
112409,,MALE,,,High School,,648.0,08/01/2019
